주소,공원_요소명,공원_거리 (m),기관명_요소명,기관명_거리 (m),역명_요소명,역명_거리 (m),정류장명_요소명,정류장명_거리 (m),주차장_요소명,주차장_거리 (m),초등학교명,초등학교 거리,중학교명,중학교 거리,고등학교명,고등학교 거리
서울특별시 강동구 양재대로128길 72,샛마을근린공원,731,백세당한의원,152,굽은다리,369,굽은다리역구민회관.강동홈플러스,360,암사1동 주차장(구),1266,서울신명초등학교,449,신명중학교,336,명일여자고등학교,704
서울특별시 강동구 양재대로133길 28,샛마을근린공원,545,신경숙산부인과의원,125,굽은다리,309,굽은다리사거리,139,암사1동 주차장(구),643,서울천호초등학교,458,성덕여자중학교,210,성덕고등학교,210
서울특별시 강동구 양재대로133길 75,샛마을근린공원,731,예사랑의원,221,굽은다리,467,우성아파트,212,암사1동 주차장(구),503,서울천호초등학교,251,천호중학교,227,성덕고등학교,284
서울특별시 강동구 양재대로135길 4-21,샛마을근린공원,359,명일봄마취통증의학과의원,50,명일,203,명일역4번출구.명일전통시장,63,암사1동 주차장(구),610,서울고명초등학교,527,성덕여자중학교,125,성덕고등학교,125
서울특별시 강동구 양재대로135길 5-1,샛마을근린공원,425,늘푸른정형외과의원,27,굽은다리,329,굽은다리사거리,53,암사1동 주차장(구),690,서울천호초등학교,580,성덕여자중학교,205,성덕고등학교,205
서울특별시 강동구 양재대로135길 8,샛마을근린공원,406,성심한의원,23,명일,294,굽은다리사거리,94,암사1동 주차장(구),658,서울천호초등학교,585,성덕여자중학교,168,성덕고등학교,168
서울특별시 강동구 양재대로91길 82,올림픽공원,1181,경희향한의원,96,둔촌동,426,둔촌동역4번출구,401,안말 주차장(구),294,서울성일초등학교,296,성내중학교,223,서울체육고등학교,761
서울특별시 강동구 양재대로91길 84,올림픽공원,1176,강동김내과의원,109,둔촌동,442,둔촌동역4번출구,417,안말 주차장(구),281,서울성일초등학교,280,성내중학교,208,서울체육고등학교,763
서울특별시 강동구 양재대로91나길 37,올림픽공원,1042,지성한의원,126,둔촌동,384,둔촌동역3번출구,341,안말 주차장(구),511,서울성일초등학교,438,성내중학교,343,서울체육고등학교,551
서울특별시 강동구 양재대로91나길 62,올림픽공원,924,경희다강한의원,215,둔촌동,481,서울성내동우체국,389,안말 주차장(구),591,서울성일초등학교,477,성내중학교,383,서울체육고등학교,431
서울특별시 강동구 양재대로95길 27-6,올림픽공원,1484,아델치과의원,123,둔촌동,281,둔촌동역4번출구,225,안말 주차장(구),480,서울한산초등학교,550,한산중학교,478,둔촌고등학교,779
서울특별시 강동구 양재대로95길 33-5,올림픽공원,1478,아델치과의원,133,둔촌동,289,둔촌동역4번출구,234,안말 주차장(구),467,서울한산초등학교,563,한산중학교,491,둔촌고등학교,790
서울특별시 강동구 양재대로97길 17,올림픽공원,1618,연세진치과의원,99,둔촌동,371,강동리바트,117,안말 주차장(구),548,서울한산초등학교,518,한산중학교,448,둔촌고등학교,684
서울특별시 강동구 양재대로97길 53-3,올림픽공원,1541,한사랑가정의원,219,둔촌동,445,강동리바트,268,안말 주차장(구),392,서울성일초등학교,555,성내중학교,530,둔촌고등학교,839
서울특별시 강동구 양재대로98길 43-34,허브천문공원,1320,둔촌연세치과의원,121,둔촌동,529,약수터,156,안말 주차장(구),962,서울한산초등학교,248,한산중학교,226,둔촌고등학교,276
서울특별시 강동구 양재대로99길 26-7,천호근린공원,1582,허리나은병원,139,강동,483,강동리바트,166,안말 주차장(구),563,서울한산초등학교,613,동신중학교,497,둔촌고등학교,695
서울특별시 강동구 올림픽로58길 22-4,천호근린공원,1208,자연인한의원,64,천호,445,조일약국,50,풍납1(구),304,서울성내초등학교,290,영파여자중학교,324,영파여자고등학교,324
서울특별시 강동구 올림픽로58길 9-4,천호근린공원,1149,자연인한의원,132,천호,380,조일약국,111,풍납1(구),254,서울성내초등학교,353,영파여자중학교,340,영파여자고등학교,340
서울특별시 강동구 올림픽로77길 55,천호근린공원,400,경희아나파한의원,277,천호,600,서울현대요양병원,274,천호역 공영주차장(시),656,서울신암초등학교,726,천일중학교,558,영파여자고등학교,1245
서울특별시 강동구 올림픽로78길 30,천호근린공원,281,서울현대요양병원,67,천호,434,서울현대요양병원,101,천호역 공영주차장(시),392,서울강동초등학교,616,천일중학교,463,영파여자고등학교,1163
서울특별시 강동구 올림픽로79길 36,천호근린공원,244,경희아나파한의원,139,천호,653,서울현대요양병원,198,천호역 공영주차장(시),675,서울강동초등학교,621,천일중학교,393,영파여자고등학교,1345
서울특별시 강동구 올림픽로79길 66,천호근린공원,365,휴플러스유의원,268,암사,686,천호동공원,315,천호역 공영주차장(시),813,서울신암초등학교,535,천일중학교,464,영파여자고등학교,1437
서울특별시 강동구 올림픽로81길 16,천호근린공원,145,휴플러스유의원,49,암사,642,천호동공원,169,고분다리전통시장 주차장(구),691,서울강동초등학교,510,천일중학교,283,영파여자고등학교,1411
서울특별시 강동구 올림픽로89길 11-16,천호근린공원,283,강동연세병원,116,암사,409,천호동공원,112,고분다리전통시장 주차장(구),750,서울신암초등학교,358,천일중학교,231,선사고등학교,1395
서울특별시 강동구 올림픽로89길 27-17,천호근린공원,325,강동연세병원,199,암사,449,천호동공원,172,고분다리전통시장 주차장(구),822,서울신암초등학교,341,천일중학교,310,선사고등학교,1447
서울특별시 강동구 올림픽로89길 27-21,천호근린공원,328,강동연세병원,215,암사,466,천호동공원,181,고분다리전통시장 주차장(구),832,서울신암초등학교,351,천일중학교,322,선사고등학교,1465
서울특별시 강동구 올림픽로98가길 20,천호근린공원,766,경희큰나무의원,124,암사,302,암사역선사현대아파트,296,볕우물 공영주차장(시),434,서울강동초등학교,445,천일중학교,570,선사고등학교,791
서울특별시 강동구 올림픽로98가길 6-14,천호근린공원,655,경희큰나무의원,19,암사,240,암사역2번출구.암사종합시장,231,볕우물 공영주차장(시),541,서울강동초등학교,353,천일중학교,460,선사고등학교,903
서울특별시 강동구 진황도로 151-10,허브천문공원,1137,대성정신건강의학과의원,70,길동,646,약수터,47,안말 주차장(구),1083,서울한산초등학교,424,둔촌중학교,418,둔촌고등학교,191
서울특별시 강동구 진황도로 215-15,허브천문공원,1363,한국보훈복지의료공단중앙보훈병원,198,둔촌동,813,보훈회관,36,안말 주차장(구),1454,서울선린초등학교,329,둔촌중학교,457,둔촌고등학교,533
서울특별시 강동구 진황도로23길 20-1,천호근린공원,608,성모정형외과의원,107,강동,502,천호시장,118,고분다리전통시장 주차장(구),383,서울천일초등학교,569,동신중학교,510,영파여자고등학교,1221
서울특별시 강동구 진황도로23길 22,천호근린공원,601,성모정형외과의원,104,강동,510,천호시장,114,고분다리전통시장 주차장(구),372,서울천일초등학교,558,동신중학교,515,영파여자고등학교,1230
서울특별시 강동구 진황도로27가길 21,천호근린공원,707,고내과의원,210,강동,414,천호시장,222,고분다리전통시장 주차장(구),412,서울천일초등학교,590,동신중학교,406,영파여자고등학교,1247
서울특별시 강동구 진황도로27가길 26,천호근린공원,721,고내과의원,221,강동,406,천호시장,239,고분다리전통시장 주차장(구),411,서울천일초등학교,587,동신중학교,391,영파여자고등학교,1261
서울특별시 강동구 진황도로27가길 6-12,천호근린공원,742,온당한의원,207,강동,394,천호시장,260,고분다리전통시장 주차장(구),413,서울천동초등학교,579,동신중학교,370,영파여자고등학교,1278
서울특별시 강동구 진황도로27길 23,천호근린공원,737,온당한의원,210,강동,411,천호시장,254,고분다리전통시장 주차장(구),392,서울천동초등학교,556,동신중학교,374,영파여자고등학교,1303
서울특별시 강동구 진황도로29길 35-3,천호근린공원,845,온당한의원,157,강동,406,천호시장,368,고분다리전통시장 주차장(구),414,서울천동초등학교,426,동신중학교,301,둔촌고등학교,1270
서울특별시 강동구 진황도로31길 69,천호근린공원,840,늘오른가정의학과의원,179,강동,563,고분다리시장입구,365,고분다리전통시장 주차장(구),332,서울천동초등학교,294,동신중학교,427,성덕고등학교,1227
서울특별시 강동구 진황도로31길 72,천호근린공원,858,늘오른가정의학과의원,161,길동,550,고분다리시장입구,381,고분다리전통시장 주차장(구),346,서울천동초등학교,277,동신중학교,423,성덕고등학교,1221
서울특별시 강동구 진황도로49길 26,허브천문공원,1103,달려라병원,58,길동,414,길동주민센터.둔촌2동주민센터(중),98,안말 주차장(구),1079,서울길동초등학교,550,둔촌중학교,592,둔촌고등학교,397
서울특별시 강동구 천중로 122-1,천호근린공원,750,우리한의원,102,길동,733,고분다리시장입구,260,고분다리전통시장 주차장(구),212,서울천일초등학교,184,천호중학교,592,성덕고등학교,1003
서울특별시 강동구 천중로 123,천호근린공원,796,우리한의원,153,길동,717,고분다리시장입구,311,고분다리전통시장 주차장(구),264,서울천일초등학교,205,천호중학교,541,성덕고등학교,957
서울특별시 강동구 천중로 157,천호근린공원,1056,늘오른가정의학과의원,205,길동,429,천동초교입구사거리,308,고분다리전통시장 주차장(구),510,서울천동초등학교,42,동신중학교,588,성덕고등학교,1027
서울특별시 강동구 천중로 211-1,허브천문공원,958,이내과의원,73,길동,471,십자성마을,251,고분다리전통시장 주차장(구),1030,서울길동초등학교,314,신명중학교,499,성덕고등학교,993
서울특별시 강동구 천중로 211-2,허브천문공원,946,이내과의원,64,길동,479,십자성마을,260,고분다리전통시장 주차장(구),1043,서울길동초등학교,309,신명중학교,486,성덕고등학교,996
서울특별시 강동구 천중로 233,허브천문공원,753,길동미래로내과의원,51,굽은다리,587,십자성마을,430,고분다리전통시장 주차장(구),1248,서울길동초등학교,281,신명중학교,297,명일여자고등학교,1037
서울특별시 강동구 천중로 253,길동생태공원,605,연세메디모아의원,59,굽은다리,676,길동자연생태공원,456,고분다리전통시장 주차장(구),1403,서울신명초등학교,179,신명중학교,156,명일여자고등학교,996
서울특별시 강동구 천중로 64-12,천호근린공원,216,강동성모요양병원,181,암사,639,천호동공원,282,고분다리전통시장 주차장(구),347,서울강동초등학교,243,천일중학교,190,성덕고등학교,1307
서울특별시 강동구 천중로 67-4,천호근린공원,318,경희푸른한의원,228,암사,589,고분다리시장입구,291,고분다리전통시장 주차장(구),323,서울강동초등학교,137,천일중학교,212,성덕고등학교,1190
서울특별시 강동구 천중로 77-16,천호근린공원,429,경희푸른한의원,153,암사,599,천호초교입구사거리,251,고분다리전통시장 주차장(구),303,서울강동초등학교,120,천일중학교,302,성덕고등학교,1079
서울특별시 강동구 천중로 81-21,천호근린공원,462,경희푸른한의원,137,암사,603,천호초교입구사거리,218,고분다리전통시장 주차장(구),307,서울강동초등학교,131,천일중학교,331,성덕고등학교,1045
서울특별시 강동구 천중로14길 33-3,천호근린공원,161,강동성모요양병원,53,천호,669,서울현대요양병원,270,고분다리전통시장 주차장(구),400,서울강동초등학교,377,천일중학교,261,영파여자고등학교,1397
서울특별시 강동구 천중로15가길 1-10,천호근린공원,280,강동연세병원,222,암사,482,천호동공원,243,고분다리전통시장 주차장(구),441,서울강동초등학교,121,천일중학교,114,성덕고등학교,1229
서울특별시 강동구 천중로15가길 1-18,천호근린공원,303,경희푸른한의원,213,암사,454,천호동공원,251,고분다리전통시장 주차장(구),460,서울강동초등학교,107,천일중학교,124,성덕고등학교,1213
서울특별시 강동구 천중로15길 42-3,천호근린공원,347,강동본한의원,123,암사,350,천호동공원,243,고분다리전통시장 주차장(구),563,서울강동초등학교,168,천일중학교,151,선사고등학교,1211
서울특별시 강동구 천중로16길 13,천호근린공원,274,강동성모요양병원,217,암사,676,고분다리시장입구,236,고분다리전통시장 주차장(구),285,서울강동초등학교,245,천일중학교,244,성덕고등학교,1270
서울특별시 강동구 천중로16길 17,천호근린공원,270,강동성모요양병원,206,암사,688,고분다리시장입구,230,고분다리전통시장 주차장(구),283,서울강동초등학교,260,천일중학교,252,성덕고등학교,1282
서울특별시 강동구 천중로16길 19,천호근린공원,266,강동성모요양병원,195,암사,701,고분다리시장입구,226,고분다리전통시장 주차장(구),283,서울강동초등학교,276,천일중학교,260,성덕고등학교,1295
서울특별시 강동구 천중로16길 20,천호근린공원,243,강동성모요양병원,182,암사,679,고분다리시장입구,253,고분다리전통시장 주차장(구),309,서울강동초등학교,266,천일중학교,234,성덕고등학교,1304
서울특별시 강동구 천중로17길 61,천호근린공원,551,경희푸른한의원,78,암사,431,천호초교입구사거리,280,고분다리전통시장 주차장(구),520,서울강동초등학교,163,천일중학교,366,성덕고등학교,979
서울특별시 강동구 천중로18길 10,천호근린공원,320,홍피부과의원,206,암사,674,고분다리시장입구,217,고분다리전통시장 주차장(구),255,서울강동초등학교,220,천일중학교,267,성덕고등학교,1221
서울특별시 강동구 천중로18길 21,천호근린공원,335,예명한의원,175,암사,741,고분다리시장입구,161,고분다리전통시장 주차장(구),214,서울강동초등학교,288,천일중학교,318,성덕고등학교,1252
서울특별시 강동구 천중로18길 22-5,천호근린공원,291,강동서울내과의원,212,암사,719,고분다리시장입구,200,고분다리전통시장 주차장(구),257,서울강동초등학교,283,천일중학교,283,성덕고등학교,1282
서울특별시 강동구 천중로18길 29,천호근린공원,336,강동서울내과의원,154,암사,774,고분다리시장입구,146,고분다리전통시장 주차장(구),211,서울천일초등학교,327,천일중학교,341,성덕고등학교,1282
서울특별시 강동구 천중로18길 32-7,천호근린공원,292,강동서울내과의원,182,천호,738,고분다리시장입구,187,고분다리전통시장 주차장(구),260,서울강동초등학교,343,천일중학교,322,성덕고등학교,1330
서울특별시 강동구 천중로18길 40,천호근린공원,324,강동서울내과의원,146,천호,726,고분다리시장입구,160,고분다리전통시장 주차장(구),238,서울천일초등학교,374,천일중학교,361,성덕고등학교,1334
서울특별시 강동구 천중로18길 5,천호근린공원,356,홍피부과의원,172,암사,672,고분다리시장입구,206,고분다리전통시장 주차장(구),238,서울강동초등학교,205,천일중학교,287,성덕고등학교,1182
서울특별시 강동구 천중로18길 7-5,천호근린공원,364,홍피부과의원,163,암사,691,고분다리시장입구,187,고분다리전통시장 주차장(구),221,서울강동초등학교,223,천일중학교,303,성덕고등학교,1184
서울특별시 강동구 천중로18길 7-9,천호근린공원,379,홍피부과의원,147,암사,702,고분다리시장입구,174,고분다리전통시장 주차장(구),206,서울강동초등학교,231,천일중학교,319,성덕고등학교,1174
서울특별시 강동구 천중로21길 58,천호근린공원,647,우리편한내과의원,110,암사,576,천호초교입구사거리,142,고분다리전통시장 주차장(구),467,서울강동초등학교,252,천일중학교,481,성덕고등학교,856
서울특별시 강동구 천중로23길 15,천호근린공원,550,황치과의원,67,암사,693,천호초교입구사거리,144,고분다리전통시장 주차장(구),260,서울천일초등학교,134,천일중학교,434,성덕고등학교,978
서울특별시 강동구 천중로23길 55,천호근린공원,655,우리편한내과의원,95,암사,600,천호초교입구사거리,118,고분다리전통시장 주차장(구),453,서울강동초등학교,263,천일중학교,493,성덕고등학교,847
서울특별시 강동구 천중로27길 18,천호근린공원,793,우리한의원,226,굽은다리,681,천호초교입구사거리,268,고분다리전통시장 주차장(구),296,서울천일초등학교,171,천호중학교,475,성덕고등학교,879
서울특별시 강동구 천중로29길 23-8,천호근린공원,906,우리한의원,263,굽은다리,603,천호초교입구사거리,389,고분다리전통시장 주차장(구),380,서울천동초등학교,285,천호중학교,449,성덕고등학교,874
서울특별시 강동구 천중로29길 29-5,천호근린공원,936,우리한의원,292,굽은다리,574,천호초교입구사거리,407,고분다리전통시장 주차장(구),411,서울천동초등학교,276,천호중학교,429,성덕고등학교,856
서울특별시 강동구 천중로29길 29-9,천호근린공원,925,우리한의원,292,굽은다리,574,천호초교입구사거리,387,고분다리전통시장 주차장(구),405,서울천동초등학교,298,천호중학교,418,성덕고등학교,843
서울특별시 강동구 천중로29길 9,천호근린공원,849,우리한의원,199,굽은다리,667,고분다리시장입구,365,고분다리전통시장 주차장(구),317,서울천일초등학교,249,천호중학교,504,성덕고등학교,925
서울특별시 강동구 천중로2길 7-23,천호근린공원,230,휴플러스유의원,134,암사,632,천호동공원,197,천호역 공영주차장(시),755,서울신암초등학교,536,천일중학교,338,영파여자고등학교,1436
서울특별시 강동구 천중로30길 16,천호근린공원,778,우리한의원,82,길동,668,고분다리시장입구,279,고분다리전통시장 주차장(구),232,서울천일초등학교,258,동신중학교,613,성덕고등학교,1064
서울특별시 강동구 천중로32길 13-13,천호근린공원,901,늘오른가정의학과의원,173,길동,531,고분다리시장입구,403,고분다리전통시장 주차장(구),360,서울천동초등학교,185,동신중학교,524,성덕고등학교,1100
서울특별시 강동구 천중로32길 13-5,천호근린공원,884,우리한의원,188,길동,553,고분다리시장입구,385,고분다리전통시장 주차장(구),341,서울천동초등학교,200,동신중학교,543,성덕고등학교,1086
서울특별시 강동구 천중로32길 36,천호근린공원,769,우리한의원,71,길동,667,고분다리시장입구,269,고분다리전통시장 주차장(구),224,서울천일초등학교,270,동신중학교,592,성덕고등학교,1090
서울특별시 강동구 천중로32길 36-1,천호근린공원,768,우리한의원,70,길동,675,고분다리시장입구,268,고분다리전통시장 주차장(구),222,서울천일초등학교,257,동신중학교,608,성덕고등학교,1075
서울특별시 강동구 천중로32길 38,천호근린공원,753,우리한의원,56,길동,689,고분다리시장입구,253,고분다리전통시장 주차장(구),207,서울천일초등학교,245,동신중학교,616,성덕고등학교,1076
서울특별시 강동구 천중로33길 7,천호근린공원,929,우리한의원,237,길동,565,고분다리시장입구,431,고분다리전통시장 주차장(구),384,서울천동초등학교,179,천호중학교,555,성덕고등학교,984
서울특별시 강동구 천중로34길 16,천호근린공원,912,늘오른가정의학과의원,173,길동,523,고분다리시장입구,414,고분다리전통시장 주차장(구),370,서울천동초등학교,173,동신중학교,529,성덕고등학교,1092
서울특별시 강동구 천중로34길 7-4,천호근린공원,953,늘오른가정의학과의원,142,길동,481,천동초교입구사거리,407,고분다리전통시장 주차장(구),412,서울천동초등학교,136,동신중학교,514,성덕고등학교,1100
서울특별시 강동구 천중로35가길 40,샛마을근린공원,1200,아문성형외과의원,120,길동,392,천동초교입구사거리,198,고분다리전통시장 주차장(구),664,서울천동초등학교,163,천호중학교,555,성덕고등학교,961
서울특별시 강동구 천중로35길 10,천호근린공원,1032,늘오른가정의학과의원,228,길동,466,천동초교입구사거리,338,고분다리전통시장 주차장(구),486,서울천동초등학교,79,천호중학교,572,성덕고등학교,1000
서울특별시 강동구 천중로35길 51-8,천호근린공원,1031,서울탑신경외과의원,342,굽은다리,464,십자성마을,352,고분다리전통시장 주차장(구),516,서울천동초등학교,309,천호중학교,338,성덕고등학교,767
서울특별시 강동구 천중로35길 61,천호근린공원,1056,서울탑신경외과의원,317,굽은다리,435,십자성마을,328,고분다리전통시장 주차장(구),544,서울천동초등학교,325,천호중학교,315,성덕고등학교,744
서울특별시 강동구 천중로39길 72-9,샛마을근린공원,907,서울탑신경외과의원,130,굽은다리,240,십자성마을,139,고분다리전통시장 주차장(구),752,서울천동초등학교,429,천호중학교,275,성덕고등학교,654
서울특별시 강동구 천중로3길 30,천호근린공원,295,강동연세병원,167,암사,444,천호동공원,137,고분다리전통시장 주차장(구),788,서울신암초등학교,360,천일중학교,275,선사고등학교,1438
서울특별시 강동구 천중로40길 27,천호근린공원,1200,서울비전능현의원,163,길동,235,천동초교입구사거리,185,고분다리전통시장 주차장(구),663,서울천동초등학교,154,동신중학교,501,둔촌고등학교,1035
서울특별시 강동구 천중로40길 8,천호근린공원,1157,아문성형외과의원,209,길동,330,천동초교입구사거리,202,고분다리전통시장 주차장(구),613,서울천동초등학교,74,동신중학교,578,성덕고등학교,1066
서울특별시 강동구 천중로43길 48,샛마을근린공원,970,서울탑신경외과의원,67,굽은다리,294,십자성마을,70,고분다리전통시장 주차장(구),800,서울천동초등학교,384,천호중학교,407,성덕고등학교,766
서울특별시 강동구 천중로44길 16,허브천문공원,1225,유앤장이비인후과의원,130,길동,246,천동초교입구사거리,65,고분다리전통시장 주차장(구),750,서울천동초등학교,211,동신중학교,630,둔촌고등학교,1035
서울특별시 강동구 천중로44길 58,허브천문공원,1246,길동치과의원,54,길동,83,길동역1번출구,73,고분다리전통시장 주차장(구),801,서울천동초등학교,312,동신중학교,479,둔촌고등학교,877
서울특별시 강동구 천중로49가길 47,길동생태공원,815,길동미래로내과의원,118,굽은다리,508,십자성마을,357,고분다리전통시장 주차장(구),1193,서울길동초등학교,332,신명중학교,325,명일여자고등학교,990
서울특별시 강동구 천중로49길 32-12,샛마을근린공원,964,경희유명한의원,159,굽은다리,367,십자성마을,173,고분다리전통시장 주차장(구),1022,서울길동초등학교,427,신명중학교,487,성덕고등학교,876
서울특별시 강동구 천중로50길 43,허브천문공원,975,경희복조리한의원,89,길동,234,천동초교입구사거리,183,고분다리전통시장 주차장(구),1014,서울길동초등학교,220,신명중학교,682,둔촌고등학교,834
서울특별시 강동구 천중로51길 90,샛마을근린공원,645,백세당한의원,133,굽은다리,228,굽은다리역구민회관.강동홈플러스,213,암사1동 주차장(구),1116,서울신명초등학교,601,신명중학교,488,성덕고등학교,642
서울특별시 강동구 천중로53길 60,샛마을근린공원,787,백세당한의원,110,굽은다리,359,십자성마을,352,고분다리전통시장 주차장(구),1219,서울신명초등학교,446,신명중학교,339,명일여자고등학교,769
서울특별시 강동구 천중로54길 29-5,허브천문공원,761,경희불로장생한의원,108,길동,470,천동초교입구사거리,373,고분다리전통시장 주차장(구),1209,서울길동초등학교,92,신명중학교,459,둔촌고등학교,885
서울특별시 강동구 천중로54길 9-12,허브천문공원,755,석정우소아과의원,124,길동,520,천동초교입구사거리,395,고분다리전통시장 주차장(구),1217,서울길동초등학교,161,신명중학교,397,둔촌고등학교,952
서울특별시 강동구 천중로55길 19,길동생태공원,750,행복한치과의원,86,굽은다리,528,십자성마을,411,고분다리전통시장 주차장(구),1258,서울신명초등학교,324,신명중학교,254,명일여자고등학교,948
서울특별시 강동구 천중로56길 35,허브천문공원,681,참고은한의원,160,길동,531,강동자이.프라자아파트(중),349,고분다리전통시장 주차장(구),1289,서울길동초등학교,104,신명중학교,428,둔촌고등학교,862
서울특별시 강동구 천중로56길 41,허브천문공원,689,참고은한의원,126,길동,508,강동자이.프라자아파트(중),329,고분다리전통시장 주차장(구),1285,서울길동초등학교,74,신명중학교,466,둔촌고등학교,825
서울특별시 강동구 천중로56길 59,허브천문공원,698,참고은한의원,64,길동,482,강동자이.프라자아파트(중),290,고분다리전통시장 주차장(구),1293,서울길동초등학교,70,신명중학교,531,둔촌고등학교,754
서울특별시 강동구 천중로9길 40,천호근린공원,297,강동재생한의원,42,암사,343,천호동공원,157,고분다리전통시장 주차장(구),634,서울강동초등학교,272,천일중학교,132,선사고등학교,1277
서울특별시 강동구 천호대로 1055,천호근린공원,731,서울아이앤여성의원,75,강동,393,천호역5번출구.천호사거리,209,천호역 공영주차장(시),379,서울천일초등학교,754,동신중학교,471,영파여자고등학교,1059
서울특별시 강동구 천호대로162가길 6-3,천호근린공원,1138,우리가정의원,54,강동,403,강동역.강풀만화거리입구,292,안말 주차장(구),372,서울성일초등학교,517,성내중학교,593,영파여자고등학교,777
서울특별시 강동구 천호대로168다길 6,천호근린공원,1089,미소탑치과의원,129,강동,223,강동역.강풀만화거리입구,124,안말 주차장(구),433,서울성일초등학교,622,동신중학교,417,영파여자고등학교,952
서울특별시 강동구 천호대로182길 15-1,허브천문공원,1217,국우석한의원,59,길동,566,약수터,114,안말 주차장(구),976,서울한산초등학교,475,한산중학교,452,둔촌고등학교,321
서울특별시 강동구 천호대로182길 15-3,허브천문공원,1205,국우석한의원,48,길동,563,약수터,111,안말 주차장(구),987,서울한산초등학교,479,한산중학교,457,둔촌고등학교,315
서울특별시 강동구 천호대로182길 57,허브천문공원,1246,둔촌연세치과의원,61,둔촌동,602,약수터,101,안말 주차장(구),1030,서울한산초등학교,280,한산중학교,276,둔촌고등학교,202
서울특별시 강동구 천호대로185길 73-1,허브천문공원,1043,길동닥터윤치과의원,107,길동,158,길동역3번출구,142,고분다리전통시장 주차장(구),1041,서울길동초등학교,332,동신중학교,637,둔촌고등학교,674
서울특별시 강동구 천호대로186길 23,허브천문공원,1108,국우석한의원,91,길동,620,약수터,82,안말 주차장(구),1103,서울선린초등학교,443,둔촌중학교,418,둔촌고등학교,199
서울특별시 강동구 천호대로188길 34,허브천문공원,1051,대성정신건강의학과의원,150,길동,661,약수터,128,안말 주차장(구),1173,서울선린초등학교,384,둔촌중학교,347,둔촌고등학교,143
서울특별시 강동구 천호대로191길 48-6,허브천문공원,993,행복한의원,46,길동,282,길동주민센터.둔촌2동주민센터(중),214,고분다리전통시장 주차장(구),1163,서울길동초등학교,358,둔촌중학교,691,둔촌고등학교,541
서울특별시 강동구 천호대로197길 57,허브천문공원,584,참고은한의원,150,길동,611,강동자이.프라자아파트(중),260,고분다리전통시장 주차장(구),1388,서울길동초등학교,177,신명중학교,414,둔촌고등학교,842
서울특별시 강동구 천호대로197길 94,허브천문공원,589,연세메디모아의원,87,길동,714,강동자이.프라자아파트(중),385,고분다리전통시장 주차장(구),1403,서울신명초등학교,217,신명중학교,234,둔촌고등학교,1025
서울특별시 강동구 천호대로219가길 46,명일근린공원,1179,서울치과의원,141,상일동,1139,상일초등학교,147,명일동 공영주차장(시),1592,서울상일초등학교,32,상일중학교,170,상일미디어고등학교,170
서울특별시 강동구 천호대로219나길 29,명일근린공원,1103,서울치과의원,144,상일동,1083,상일초등학교,158,명일동 공영주차장(시),1512,서울상일초등학교,112,상일중학교,100,상일미디어고등학교,100
서울특별시 강동구 천호대로219나길 33,명일근린공원,1101,서울치과의원,157,상일동,1075,상일초등학교,170,명일동 공영주차장(시),1513,서울상일초등학교,109,상일중학교,94,상일미디어고등학교,94
서울특별시 강동구 천호대로219나길 42,명일근린공원,1148,서울치과의원,162,상일동,1103,상일초등학교,171,명일동 공영주차장(시),1564,서울상일초등학교,60,상일중학교,138,상일미디어고등학교,138
서울특별시 강동구 천호대로219나길 5-10,명일근린공원,1093,서울치과의원,119,상일동,1098,상일초등학교,136,명일동 공영주차장(시),1493,서울상일초등학교,144,상일중학교,117,상일미디어고등학교,117
서울특별시 강동구 천호옛10길 26,천호근린공원,1265,자연인한의원,127,강동구청,493,조일약국,122,15-가600구간(구),316,서울성내초등학교,285,영파여자중학교,448,영파여자고등학교,448
서울특별시 강동구 천호옛12길 24-15,천호근린공원,1149,공안과병원,27,천호,494,조일약국,232,안말 주차장(구),460,서울성내초등학교,445,영파여자중학교,585,영파여자고등학교,585
서울특별시 강동구 천호옛8길 38,올림픽공원,1313,김영훈한의원,79,강동구청,483,조일약국,183,15-가600구간(구),270,서울성내초등학교,271,영파여자중학교,476,영파여자고등학교,476
서울특별시 강동구 풍성로 135-8,올림픽공원,1264,백재현치과의원,64,강동,635,조일약국,407,안말 주차장(구),217,서울성일초등학교,239,성내중학교,330,영파여자고등학교,691
서울특별시 강동구 풍성로37길 23-3,천호근린공원,1285,공안과병원,111,강동구청,558,조일약국,223,15-가600구간(구),333,서울성내초등학교,347,성내중학교,514,영파여자고등학교,544
서울특별시 강동구 풍성로39길 8,올림픽공원,1262,부강한의원,57,강동구청,623,조일약국,393,안말 주차장(구),232,서울성일초등학교,247,성내중학교,339,영파여자고등학교,676
서울특별시 강동구 풍성로41길 7,올림픽공원,1254,백재현치과의원,67,강동,634,조일약국,430,안말 주차장(구),197,서울성일초등학교,218,성내중학교,308,영파여자고등학교,710
서울특별시 강동구 풍성로41길 77,천호근린공원,1114,우리가정의원,81,강동,351,강동역.강풀만화거리입구,239,안말 주차장(구),390,서울성일초등학교,550,동신중학교,546,영파여자고등학교,825
서울특별시 강동구 풍성로41길 86,천호근린공원,1086,우리가정의원,118,강동,309,강동역.강풀만화거리입구,191,안말 주차장(구),418,서울성일초등학교,588,동신중학교,501,영파여자고등학교,867
서울특별시 강동구 풍성로51길 36-1,올림픽공원,1492,한사랑가정의원,170,둔촌동,456,강동리바트,326,안말 주차장(구),334,서울성일초등학교,496,성내중학교,473,둔촌고등학교,897
