주차장명,위도,경도,주소,전화번호,유무료구분,기본 주차 요금,추가 단위 요금,기본 주차 시간(분 단위),추가 단위 시간(분 단위),일 최대 요금,버스 기본 주차 요금,버스 추가 단위 요금,주소_정제
거주자우선주차장(구),37.56958504,127.0398131,성동구 마장동 494-0,,Y,250.0,250.0,5.0,5.0,10000.0,0.0,0.0,성동구 마장동 494-0
KT성수분국 앞(구),37.54592031,127.06175605,성동구 성수동2가 277-43,,Y,250.0,250.0,5.0,5.0,10000.0,0.0,0.0,성동구 성수동2가 277-43
파리공원(구),37.53378949,126.87733559,양천구 목동 906-1,,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,양천구 목동 906-1
신정4동길(구),37.52660775,126.86173677,양천구 신정동 902-0,02-2695-8597,Y,150.0,300.0,5.0,10.0,9000.0,0.0,0.0,양천구 신정동 902-0
청계8가(남) 공영주차장(시),37.57066837,127.02598255,성동구 상왕십리동 12-47,02-2274-2009,Y,450.0,450.0,5.0,5.0,0.0,0.0,0.0,성동구 상왕십리동 12-47
현대41타워옆 노상공영주차장(구),37.52776046636034,126.87571703130052,양천구 목동 917-2,02-2644-1386,Y,150.0,0.0,5.0,0.0,9000.0,0.0,0.0,양천구 목동 917-2
양천경찰서 노상공영주차장(구),37.51656440743686,126.86500048728745,양천구 신정동 322-3,02-2644-1386,Y,150.0,0.0,5.0,0.0,9000.0,0.0,0.0,양천구 신정동 322-3
한전 뒷길 노상주차장(구),37.52008392780685,126.8692604187864,양천구 신정동 319-25,02-2644-1386,Y,150.0,0.0,5.0,0.0,9000.0,0.0,0.0,양천구 신정동 319-25
양천공원옆(구),37.51884814,126.86888104,양천구 신정동 320-3,,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,양천구 신정동 320-3
양천구청 노상공영주차장(구),37.51727019011342,126.86689594370448,양천구 신정동 321-3,02-2644-1386,Y,150.0,0.0,5.0,0.0,9000.0,0.0,0.0,양천구 신정동 321-3
"신정1,3동 복개(구)",37.51922121,126.85402741,양천구 신정동 1031-0,02-2645-1158,Y,150.0,300.0,5.0,10.0,9000.0,0.0,0.0,양천구 신정동 1031-0
KBS별관뒤 노상주차장(구),37.51861441,126.928058,영등포구 여의도동 4-5,02-2650-1436,Y,500.0,500.0,5.0,5.0,36000.0,0.0,0.0,영등포구 여의도동 4-5
MBC방송국뒤 노상주차장(구),37.52344114,126.9313437,영등포구 여의도동 3-1,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 3-1
KBS본관 앞 노상주차장(구),37.52517213,126.91827062,영등포구 여의도동 1-7,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 1-7
한국거래소앞 노상주차장(구),37.52272427,126.92882673,영등포구 여의도동 3-3,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 3-3
호성빌딩 앞 노상주차장(구),37.52027644,126.92898055,영등포구 여의도동 4-4,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 4-4
문래1동 공영주차장(시),37.51348979,126.89689264,영등포구 문래동3가 54-12,,Y,130.0,130.0,5.0,5.0,,0.0,0.0,영등포구 문래동3가 54-12
여의도백화점 앞 노상주차장(구),37.52097118,126.92732517,영등포구 여의도동 3-5,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 3-5
경호빌딩앞 노상주차장(구),37.52343553,126.92634316,영등포구 여의도동 25-0,02-2650 -1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 25-0
KBS별관옆 노상주차장(구),37.51949054,126.92996348,영등포구 여의도동 4-4,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 4-4
양남사거리 앞 노상주차장(구),37.52236224,126.89156248,영등포구 당산동2가 30-0,02-2650-1436,Y,250.0,250.0,5.0,5.0,15000.0,0.0,0.0,영등포구 당산동2가 30-0
영등포중앙시장 노상주차장(구),37.52234304,126.90840843,영등포구 영등포동7가 5-1,02-2634-1308,Y,100.0,200.0,5.0,10.0,6000.0,0.0,0.0,영등포구 영등포동7가 5-1
한진해운 앞 노상주차장(구),37.52300728,126.92526446,영등포구 여의도동 2-3,02-2650 -1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 2-3
화재보험협회 앞 노상주차장(구),37.52080724,126.92588354,영등포구 여의도동 3-5,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 3-5
한강쇼핑(구),37.52074816,126.97108295,용산구 이촌동 301-5,02-749-5314,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,용산구 이촌동 301-5
효창공원2(구),37.54342198,126.95923708,용산구 효창동 255-1,02-749-5314,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,용산구 효창동 255-1
효창공원1(구),37.5460133,126.95972728,용산구 효창동 3-151,02-749-5314,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,용산구 효창동 3-151
경남아파트 앞 노상주차장(구),37.52440572,126.90203895,영등포구 당산동3가 56-0,02-2650-1436,Y,100.0,200.0,5.0,10.0,6000.0,0.0,0.0,영등포구 당산동3가 56-0
장충단로(한남광장) 관광버스전용 주차장(시),37.54735334,127.00265619,용산구 한남동 9-19,02-2290-6449,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,용산구 한남동 9-19
양평동(동) 공영주차장(시),37.53970236,126.8902925,영등포구 양평동5가 44-1,,Y,130.0,130.0,5.0,5.0,0.0,0.0,0.0,영등포구 양평동5가 44-1
신흥증권앞 노상주차장(구),37.52446764,126.92671566,영등포구 여의도동 2-4,02-2650-1436,Y,500.0,500.0,5.0,5.0,36000.0,0.0,0.0,영등포구 여의도동 2-4
홍우빌딩 앞 노상주차장(구),37.52089059,126.93056701,영등포구 여의도동 4-3,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 4-3
경도상가앞 노상주차장(구),37.51990257,126.93056312,영등포구 여의도동 44-0,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 44-0
우림시장공영주차장(구),37.59866797,127.09815684,중랑구 망우동 486-10,02-436-3598,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,중랑구 망우동 486-10
여의서로 공영주차장(시),37.5333572,126.91579463,영등포구 여의도동 8-1,,Y,160.0,160.0,5.0,5.0,,0.0,0.0,영등포구 여의도동 8-1
태양빌딩앞 노상주차장(구),37.52025963,126.93020341,영등포구 여의도동 4-4,02-2650-1436,Y,500.0,1000.0,5.0,10.0,36000.0,0.0,0.0,영등포구 여의도동 4-4
대림역 공영주차장(시),37.49352974,126.89522815,영등포구 대림동 808-24,,Y,260.0,260.0,5.0,5.0,0.0,0.0,0.0,영등포구 대림동 808-24
연희사러가쇼핑센터앞(구),37.56851851,126.93134306,서대문구 연희동 130-12,,Y,250.0,0.0,5.0,0.0,0.0,0.0,0.0,서대문구 연희동 130-12
개포주공5단지북측(구),37.48859223,127.06805473,강남구 개포동 186-7,02-445-8879,Y,300.0,600.0,5.0,5.0,0.0,0.0,0.0,강남구 개포동 186-7
남대문시장자유상가앞 이륜차 주차장(시),37.56123147,126.97973376,중구 남대문로3가 13-3 0,02)3396-6262,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 남대문로3가 13-3 0
남대문시장알파문구앞 이륜차 주차장(시),37.56045148,126.97648621,중구 남대문로4가 3-6 0,02)3396-6262,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 남대문로4가 3-6 0
남대문시장연세상가앞 이륜차 주차장(시),37.55762269,126.97651591,중구 남창동 235-1 0,02)3396-6262,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 남창동 235-1 0
유진상가앞(구),37.59159487,126.94370872,서대문구 홍제동 294-46,,Y,250.0,0.0,5.0,0.0,0.0,0.0,0.0,서대문구 홍제동 294-46
위례성길(방이습지)(구),37.507717,127.138402,송파구 방이동 452-4,,Y,150.0,,5.0,,,0.0,0.0,송파구 방이동 452-4
테헤란로26길(구),37.49993967,127.03594987,강남구 역삼동 803-8,,Y,400.0,800.0,5.0,5.0,30000.0,0.0,0.0,강남구 역삼동 803-8
한신동성아파트옆(구),37.64023343,127.07389382,노원구 하계동 256-7,,Y,250.0,0.0,5.0,0.0,33000.0,0.0,0.0,노원구 하계동 256-7
위례성길(구),37.51581429,127.11665543,송파구 방이동 18-0,,Y,250.0,,5.0,,,0.0,0.0,송파구 방이동 18-0
용답동거주자우선주차장(구),37.56178318,127.0592536,성동구 용답동 225-13,,Y,250.0,250.0,5.0,5.0,10000.0,0.0,0.0,성동구 용답동 225-13
남부여성발전센터 공영주차장(시),37.462917,126.905718,금천구 시흥동 139-2,1688-1054,Y,120.0,120.0,5.0,5.0,8600.0,0.0,0.0,금천구 시흥동 139-2
신방화역 공영주차장(시),37.56706812,126.81757628,강서구 마곡동 739-0,02-3405-4581,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,강서구 마곡동 739-0
진흥로 공영주차장(시),37.60352348,126.92127915,은평구 역촌동 41-8,,Y,200.0,200.0,5.0,5.0,,0.0,0.0,은평구 역촌동 41-8
온수역(남) 공영주차장(시),37.49169603,126.82518275,구로구 온수동 51-26,,Y,170.0,170.0,5.0,5.0,0.0,0.0,0.0,구로구 온수동 51-26
옥수역 공영주차장(시),37.54229714,127.01726347,성동구 옥수동 401-1,,Y,170.0,170.0,5.0,5.0,0.0,0.0,0.0,성동구 옥수동 401-1
돈화문로 공영주차장(시),37.565345,126.992666,중구 을지로3가 296-24,02-2274-2009,Y,750.0,750.0,5.0,5.0,0.0,0.0,0.0,중구 을지로3가 296-24
도봉로 15길 공영주차장(시),37.61693004,127.02800872,강북구 미아동 458-7,,Y,200.0,200.0,5.0,5.0,0.0,0.0,0.0,강북구 미아동 458-7
원효대교 남단 공영주차장(시),37.52237185,126.93702607,영등포구 여의도동 5-0,,Y,160.0,160.0,5.0,5.0,,0.0,0.0,영등포구 여의도동 5-0
가양라이품 공영주차장(시),37.57155732,126.84165292,강서구 가양동 1457-1,02-2290-6144,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,강서구 가양동 1457-1
마른내로 공영주차장(시),37.56448822,126.99924162,중구 오장동 69-3,02-2273-0006,Y,620.0,620.0,5.0,5.0,0.0,0.0,0.0,중구 오장동 69-3
영등포구청환승주차장(구),37.52462558,126.89564732,영등포구 당산동3가 370-4,02-2677-1401,Y,100.0,100.0,5.0,5.0,0.0,0.0,0.0,영등포구 당산동3가 370-4
청계천 주변(구),37.5732718,127.02777624,동대문구 신설동 94-4,,Y,500.0,0.0,10.0,0.0,0.0,0.0,0.0,동대문구 신설동 94-4
회기역주변 공영주차장(구),37.59013166,127.05782967,동대문구 휘경동 320-4,02-2247-9664~6,Y,500.0,500.0,10.0,10.0,36000.0,0.0,0.0,동대문구 휘경동 320-4
양재근린공원 공영주차장(구),37.47158991,127.04241352,서초구 양재동 311-0,02-2155-7290,Y,150.0,150.0,5.0,5.0,,0.0,0.0,서초구 양재동 311-0
창경궁로2 관광버스 주차허용 구간(시),37.57911724,126.99649608,종로구 와룡동 2-86 (홍화문~선인문),02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,종로구 와룡동 2-86 (홍화문~선인문)
APM플레이스 앞 관광버스 주차허용 구간(시),37.56569,127.008555,중구 을지로7가 112-3,02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 을지로7가 112-3
세종대로3 관광버스 승하차 허용 구간(시),37.56339775,126.97698649,중구 태평로2가 113-1 (신협 ~ 세븐일레븐),02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 태평로2가 113-1 (신협 ~ 세븐일레븐)
토정로 관광버스 주차허용 구간(시),37.54528507,126.91892377,마포구 합정동 5-12,02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,마포구 합정동 5-12
모래내로 관광버스 주차허용 구간(시),37.57387549,126.9237885,서대문구 남가좌동 318-11,02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,서대문구 남가좌동 318-11
청계8가(북) 공영주차장(시),37.5713113,127.02581848,동대문구 신설동 109-2,02-2274-2009,Y,450.0,450.0,5.0,5.0,0.0,0.0,0.0,동대문구 신설동 109-2
여울 공영주차장(구),37.53504594,126.82414512,양천구 신월동 151-5,02-2644-1386,Y,50.0,,5.0,,0.0,0.0,0.0,양천구 신월동 151-5
보라매상업 공영주차장(시),37.49039184,126.92340595,동작구 신대방동 431-3,,Y,220.0,220.0,5.0,5.0,15800.0,0.0,0.0,동작구 신대방동 431-3
신정4동 로데오길(구),37.52789803,126.86218674,양천구 신정동 890-0,02-2695-8597,Y,150.0,300.0,5.0,10.0,9000.0,0.0,0.0,양천구 신정동 890-0
평창동 460-3(구),37.61059791,126.97483298,종로구 평창동 460-3,02-2236-0052,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,종로구 평창동 460-3
평창동(구),37.61139335,126.97730526,종로구 평창동 114-3,02-2236-0052,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,종로구 평창동 114-3
곰달래로5길 노상(구),37.5334275,126.83252537,양천구 신월동 126-36,02-2698-1386,Y,150.0,300.0,5.0,10.0,9000.0,0.0,0.0,양천구 신월동 126-36
세종대로1 관광버스 승하차 허용 구간(시),37.56787039,126.97685725,중구 태평로1가 60-22 (코리아나호텔 주차장 입구 ~ 시의회 앞),02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 태평로1가 60-22 (코리아나호텔 주차장 입구 ~ 시의회 앞)
세종대로2 관광버스 승하차 허용 구간(시),37.56606009,126.97693795,중구 정동 5-5 (정동 5-5(시청역 2번 출구 앞),02)2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 정동 5-5 (정동 5-5(시청역 2번 출구 앞)
영동6교밑 공영주차장(시),37.49429312,127.07117626,강남구 대치동 512-1,,Y,260.0,260.0,5.0,5.0,0.0,0.0,0.0,강남구 대치동 512-1
테헤란로69길 노상공영 주차장(구),37.50687927,127.05243354,강남구 삼성동 172-99,02-2176-0907,Y,400.0,400.0,5.0,5.0,0.0,0.0,0.0,강남구 삼성동 172-99
배오개길 공영주차장(시),37.56505536,126.99819351,중구 예관동 22-1,02-2274-2009,Y,680.0,680.0,5.0,5.0,,0.0,0.0,중구 예관동 22-1
영등포구청(구),37.52545775,126.89513366,영등포구 당산동3가 397-1,,Y,1200.0,1200.0,60.0,60.0,0.0,0.0,0.0,영등포구 당산동3가 397-1
15-가600구간(구),37.530428,127.123802,강동구 명일동 583-0,,Y,500.0,0.0,10.0,0.0,0.0,0.0,0.0,강동구 명일동 583-0
양평2동청사 공영(구),37.5364693,126.8938571,영등포구 양평동4가 72-1,02-2677-1401,Y,250.0,250.0,5.0,5.0,,0.0,0.0,영등포구 양평동4가 72-1
신월4동 공영주차장(시),37.525643,126.837692,양천구 신월동 411-1,02-2290-6311,Y,120.0,120.0,5.0,5.0,8600.0,0.0,0.0,양천구 신월동 411-1
한울주차장(구),37.51995355,126.83176417,양천구 신월동 957-10,,Y,50.0,50.0,5.0,5.0,,0.0,0.0,양천구 신월동 957-10
신정7동 한사랑교회 주차장(구),37.5146488,126.8603852,양천구 신정동 324-11,02-2644-1386,Y,150.0,150.0,5.0,5.0,9000.0,0.0,0.0,양천구 신정동 324-11
곰달래주차장(구),37.5295809,126.8363976,양천구 신월동 226-9,,Y,50.0,50.0,5.0,5.0,,0.0,0.0,양천구 신월동 226-9
해맞이공영주차장(구),37.51967896,126.83490721,양천구 신월동 987-0,02-2644-1386,Y,50.0,50.0,5.0,5.0,,0.0,0.0,양천구 신월동 987-0
가로공원공영주차장(구),37.5363308,126.8322604,양천구 신월동 263-0,02-2065-8333,Y,150.0,150.0,5.0,5.0,,0.0,0.0,양천구 신월동 263-0
신정교주차장(구),37.5171996,126.8779641,양천구 신정동 871-3,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,양천구 신정동 871-3
거주자노외주차장(구),37.55325753,127.06845194,성동구 송정동 72-242,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,성동구 송정동 72-242
용답 어울림 공영주차장(구),37.56371143,127.05134895,성동구 용답동 53-5,02-2204-7970,Y,100.0,100.0,5.0,5.0,,0.0,0.0,성동구 용답동 53-5
하왕십리(건물) 공영주차장(구),37.560316,127.027944,성동구 행당동 347-3,02-2204-7970,Y,100.0,100.0,5.0,5.0,,0.0,0.0,성동구 행당동 347-3
03-04-135(구),37.544464,126.9736,용산구 남영동 46-3 ,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,용산구 남영동 46-3 
03-02-186(구),37.542377,126.974127,용산구 남영동 103-3,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,용산구 남영동 103-3
삼각지고가밑 공영주차장(시),37.53710976,126.9693456,용산구 문배동 12-1,,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,용산구 문배동 12-1
압구정29길 노상공영 주차장(구),37.5306749705882,127.027667382353,강남구 압구정동 453-0,02-2176-0907,Y,200.0,200.0,5.0,5.0,0.0,0.0,0.0,강남구 압구정동 453-0
강남대로150길(구),37.515837,127.020586,강남구 논현동 280-1,02-1544-3113,Y,400.0,800.0,5.0,5.0,,0.0,0.0,강남구 논현동 280-1
공유) 03-14(구),37.5649,127.03175,성동구 도선동 338-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 도선동 338-0
공유) 03-06(구),37.56529,127.0348,성동구 홍익동 364-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 홍익동 364-0
공유) 02-06(구),37.56004857,127.0278643,성동구 하왕십리동 1018-7,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 하왕십리동 1018-7
공유) 04-15(구),37.56737,127.0438702,성동구 마장동 772-2,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 772-2
공유) 03-10(구),37.56728,127.03103,성동구 홍익동 429-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 홍익동 429-0
공유) 02-10(구),37.559845,127.0293517,성동구 행당동 325-6,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 행당동 325-6
공유) 04-18(구),37.56469,127.04367,성동구 마장동 790-1,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 790-1
공유) 03-01(구),37.56783,127.03092,성동구 홍익동 437-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 홍익동 437-0
공유) 03-07(구),37.56488,127.03303,성동구 도선동 414-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 도선동 414-0
공유) 04-02(구),37.57043,127.03394,성동구 마장동 456-3,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 456-3
공유) 04-19(구),37.566210905,127.04412281,성동구 마장동 792-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 792-0
공유) 04-01(구),37.56952,127.03275,성동구 하왕십리동 258-0,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 하왕십리동 258-0
공유) 04-04(구),37.57091358,127.03453123,성동구 마장동 460-22,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 460-22
공유) 04-17(구),37.568405,127.0455192,성동구 마장동 767-62,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 767-62
공유) 04-16(구),37.57008,127.0434617,성동구 마장동 768-2 마장로 39나길,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 768-2 마장로 39나길
공유) 02-08(구),37.56205,127.03303,성동구 하왕십리동 970-71,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 하왕십리동 970-71
공유) 04-12(구),37.568247634,127.03853309,성동구 마장동 514-2,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 514-2
공유) 04-14(구),37.56655107,127.04300701,성동구 마장동 769-3,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 769-3
공유) 02-07(구),37.56057,127.03071,성동구 하왕십리동 978-2,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 하왕십리동 978-2
공유)  성동 06-23(구),37.55268419,127.037979,성동구 행당동 381-6,,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,성동구 행당동 381-6
세종로 공영주차장(시),37.57340269,126.97588429,종로구 세종로 80-1,02-2290-6566,Y,430.0,430.0,5.0,5.0,30900.0,0.0,0.0,종로구 세종로 80-1
종묘주차장 공영주차장(시),37.57150398,126.99496888,종로구 훈정동 2-0,02-2290-6166,Y,400.0,400.0,5.0,5.0,28800.0,0.0,0.0,종로구 훈정동 2-0
거주자우선(IOT공유)(구),37.4938252,126.9180918,영등포구 대림동 736-3 ,,Y,1200.0,0.0,60.0,0.0,0.0,0.0,0.0,영등포구 대림동 736-3 
훈련원공원 공영주차장(시),37.56740014,127.00352062,중구 을지로5가 40-3,02-3405-4597,Y,550.0,550.0,5.0,5.0,39600.0,0.0,0.0,중구 을지로5가 40-3
초동 공영주차장(구),37.56416856,126.99213555,중구 초동 64-11,02-2261-8360,Y,400.0,400.0,5.0,5.0,0.0,0.0,0.0,중구 초동 64-11
청구 공영주차장(구),37.55897429,127.01340538,중구 신당동 330-17,02-2280-8368,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,중구 신당동 330-17
충현 공영주차장(구),37.55220869,127.00568111,중구 신당동 432-462,02-2280-8360,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,중구 신당동 432-462
약수동 공영주차장(구),37.55222214,127.01335763,중구 신당동 349-234,02-2280-8368,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,중구 신당동 349-234
신창공영주차장(구),37.5353106,126.95521319,용산구 신창동 53-1,02-711-1924,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,용산구 신창동 53-1
용문동 공영주차장(구),37.53894931,126.95756768,용산구 도원동 4-5,02-749-5314,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,용산구 도원동 4-5
용산전자상가3(구),37.53258192,126.9603249,용산구 한강로3가 19-2,02-707-3195,Y,250.0,250.0,5.0,5.0,,0.0,0.0,용산구 한강로3가 19-2
한남유수지공영주차장(구),37.5298673,127.00740065,용산구 한남동 522-44,02-749-9631,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,용산구 한남동 522-44
한강진역 공영주차장(시),37.53952176,127.00257963,용산구 한남동 728-27,02-795-6406,Y,400.0,400.0,5.0,5.0,28800.0,0.0,0.0,용산구 한남동 728-27
용산주차빌딩 공영주차장(시),37.53436379,126.96541818,용산구 한강로2가 12-9,02-2290-6014,Y,300.0,300.0,5.0,5.0,21600.0,0.0,0.0,용산구 한강로2가 12-9
용산2가소월주차장(구),37.54621474,126.98558224,용산구 용산동2가 11-0,02-749-5314,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,용산구 용산동2가 11-0
홍익동(건물) 공영주차장(구),37.5656391,127.03390496,성동구 홍익동 252-0,02-2204-7970,Y,100.0,100.0,5.0,5.0,,0.0,0.0,성동구 홍익동 252-0
강변(건물) 공영주차장(구),37.53696583,127.04904251,성동구 성수동1가 366-1,02-2204-7970,Y,100.0,100.0,5.0,5.0,,0.0,0.0,성동구 성수동1가 366-1
용답동(건물) 공영주차장(구),37.56458022,127.05432169,성동구 용답동 4-1,02-2204-7970,Y,100.0,100.0,5.0,5.0,,0.0,0.0,성동구 용답동 4-1
청량리동 노외주차장(구),37.58404715,127.04901881,동대문구 청량리동 51-4,02-2247-9664~6,Y,1000.0,0.0,60.0,0.0,10000.0,0.0,0.0,동대문구 청량리동 51-4
회기동 공영주차장(구),37.59208429,127.0554514,동대문구 회기동 1-1,02-2247-9664~6,Y,1000.0,0.0,60.0,0.0,10000.0,0.0,0.0,동대문구 회기동 1-1
청량리동 공영주차장(구),37.58544944,127.04455223,동대문구 청량리동 435-0,02-2247-9664~6,Y,1000.0,0.0,60.0,0.0,10000.0,0.0,0.0,동대문구 청량리동 435-0
원묵 고등학교 공용 지하주차장(구),37.61542338,127.08604938,중랑구 묵동 23-0,,Y,50.0,50.0,5.0,5.0,0.0,0.0,0.0,중랑구 묵동 23-0
봉화산역(남) 공영주차장(시),37.61642995,127.09197194,중랑구 신내동 647-0,,Y,80.0,80.0,5.0,5.0,5700.0,0.0,0.0,중랑구 신내동 647-0
오패산공영주차장(구),37.6221541,127.03114725,강북구 미아동 133-100,,Y,150.0,150.0,5.0,5.0,10000.0,0.0,0.0,강북구 미아동 133-100
우이동 공영주차장(시),37.65671789,127.01163698,강북구 우이동 105-2,02-944-3044,N,,,,,80000.0,0.0,0.0,강북구 우이동 105-2
역말 공영주차장(구),37.607564,126.916549,은평구 역촌동 12-42,02-350-5183,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,은평구 역촌동 12-42
갈현1동공영주차장(구),37.62648828,126.91533796,은평구 갈현동 9-112,02-357-5947,Y,100.0,100.0,5.0,5.0,0.0,0.0,0.0,은평구 갈현동 9-112
마포유수지(시),37.53890027,126.94266859,마포구 마포동 36-1,02-2290-6093,Y,220.0,220.0,5.0,5.0,15800.0,,,마포구 마포동 36-1
염리 공영주차장(구),37.54199792,126.94523726,마포구 염리동 174-3,02-300-5052,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,마포구 염리동 174-3
한두공영주차장(구),37.54876937,126.86622879,양천구 목동 610-5,02-2652-2637,Y,50.0,50.0,5.0,5.0,0.0,0.0,0.0,양천구 목동 610-5
웃우물 공영주차장(시),37.52379759,126.85141746,양천구 신정동 943-25,02-2290-6311,Y,220.0,220.0,5.0,5.0,15800.0,0.0,0.0,양천구 신정동 943-25
목동체비지 공영주차장(시),37.53679354,126.8806468,양천구 목동 908-26,,Y,130.0,130.0,5.0,5.0,9300.0,0.0,0.0,양천구 목동 908-26
방화역(서) 공영주차장(시),37.57757395,126.81217459,강서구 방화동 829-1,,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,강서구 방화동 829-1
방화역(동) 공영주차장(시),37.57730116,126.81331479,강서구 방화동 830-4,,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,강서구 방화동 830-4
개화산역 공영주차장(시),37.57224302,126.80518976,강서구 방화동 845-0,02-2290-6064,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,강서구 방화동 845-0
가양3동 공영주차장(시),37.56033753,126.85977547,강서구 가양동 1488-12,,Y,200.0,200.0,5.0,5.0,14400.0,0.0,0.0,강서구 가양동 1488-12
화곡6-1 공영주차장(구),37.55298682,126.84843416,강서구 화곡동 1103-6,02-2607-9113,Y,100.0,100.0,10.0,10.0,5000.0,0.0,0.0,강서구 화곡동 1103-6
영보빌딩 공영주차장(시),37.56332959,126.85308175,강서구 가양동 1480-10,,Y,260.0,260.0,5.0,5.0,18700.0,0.0,0.0,강서구 가양동 1480-10
