기관명,병원경도,병원위도,주소,대표전화,진료시간(월요일)S,진료시간(월요일)C
고운숨결내과의원,127.0236771,37.58699666,"서울특별시 성북구 고려대로13길 8, 3,4층 (안암동2가)",02-925-9696,800,1600
고운얼굴치과의원,127.0556347,37.56517853,"서울특별시 동대문구 천호대로 317, 1층 (답십리동, 하늘병원)",02-2243-2770,900,1800
고운얼굴치과의원,127.0476788,37.50370754,"서울특별시 강남구 테헤란로 328, 동우빌딩 701호 (역삼동)",02-536-2727,900,1800
강남더슬림의원,127.0242619,37.50589979,"서울특별시 강남구 강남대로 488, 3층 (논현동, 대남빌딩)",02-547-9877,900,1900
고운여성산부인과의원,126.8185972,37.56711708,"서울특별시 강서구 마곡중앙5로 81, 502.503호 (마곡동, 에스비타운)",02-2661-3009,930,1930
고운이비인후과의원,126.906507,37.51761761,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 2층 (영등포동3가)",02-2635-1119,930,2000
고운이치과의원,127.039057,37.656669,"서울특별시 도봉구 해등로 155, 2층 (쌍문동)",02-900-7528,1000,1730
고운이치과의원,127.0438749,37.63246246,"서울특별시 노원구 덕릉로60길 188, 2층 (월계동)",02-998-7528,930,1800
고운이치과의원,127.0252365,37.49185064,"서울특별시 서초구 사임당로 143, Cross 143 303,304호 (서초동)",02-3474-3952,900,1800
고운이치과의원,126.8977951,37.4956239,서울특별시 영등포구 도림로41길 20 (대림동),02-833-1292,930,1800
고운이치과의원,127.1255937,37.5316068,서울특별시 강동구 풍성로38길 9 (성내동),02-3784-3355,1000,1900
강남아이린의원,127.0245168,37.49743406,서울특별시 서초구 서초대로 397  (서초동),02-3477-7525,1100,2100
고운이치과의원,127.0864399,37.62221888,"서울특별시 노원구 노원로1길 9, 3층 (공릉동, 해중빌딩)",02-972-4700,930,1800
고운치과의원,126.9192027,37.62350328,"서울특별시 은평구 통일로87길 6, 2층 (갈현동)",02-356-8911,930,1800
고운하지흉부외과의원,127.027542,37.4992182,"서울특별시 강남구 강남대로 408, YBM강남센터 1302호 (역삼동)",050-71350-5551,900,1800
고움의원,127.0635124,37.65521904,"서울특별시 노원구 노해로 501, 201호,203호 (상계동, 노원빌딩)",02-931-7747,1030,2000
고은가정의학과의원,126.9542794,37.54473185,서울특별시 마포구 만리재로 27 (신공덕동),02-714-8275,800,1830
고은가정의학과의원,127.0710497,37.54265342,"서울특별시 광진구 능동로13길 11, 2,3층 (화양동)",02-463-3159,900,1830
고은내과의원,127.1245848,37.48706763,"서울특별시 송파구 동남로4길 36 (문정동, FI빌딩 2층)",02-3401-0875,900,1900
고은빛산부인과의원,127.1076973,37.51378724,"서울특별시 송파구 오금로 95, 국제빌딩 지하1층, 2~8층 (방이동)",02-421-3030,900,2000
고은빛소아청소년과의원,127.1391394,37.53438895,"서울특별시 강동구 양재대로 1440, 남서울빌딩 (길동)",1577-0082,900,1800
고은빛여성병원,127.1393358,37.53415608,서울특별시 강동구 천호대로 1151 (길동),02-1577-0082,900,2000
고은산부인과의원,127.056279,37.59023703,"서울특별시 동대문구 이문로 32, 2층 (휘경동)",02-960-2164,930,1830
고려H내과의원,127.0840327,37.53701194,"서울특별시 광진구 아차산로 373, 3층 (구의동, 원이빌딩)",02-3437-3337,800,1800
고은이(e)플란트치과의원,126.9524686,37.54284813,"서울특별시 마포구 백범로 202, 2층 206~207호 (신공덕동, 마포KCC웰츠타워2층)",02-3272-2080,1000,2100
고은이치과의원,127.0152809,37.57252376,"서울특별시 종로구 지봉로 29, 301호 (창신동, 금호팰리스빌딩)",02-3675-7528,930,1830
고은치과의원,126.9338987,37.47099181,서울특별시 관악구 호암로26길 1 (신림동),02-887-7555,930,1830
고이비인후과의원,126.9242368,37.5087652,"서울특별시 동작구 여의대방로 250, 대림아파트(상가동) 4층 4-3호 (대방동)",02-814-3777,900,1830
고이비인후과의원,126.8976459,37.5208446,서울특별시 영등포구 영등포로 146-1 (당산동1가),02-2632-9975,900,1800
고정아의원,127.0233806,37.51735317,"서울특별시 강남구 도산대로 134, 11층 (논현동, 페이토빌딩)",02-548-2500,1000,1900
고정인정신건강의학과의원,127.0452612,37.50380165,"서울특별시 강남구 테헤란로 313, 211~212호 (역삼동, 성아하이츠 1차)",02-569-8005,1000,1900
고척성모의원,126.8581677,37.50634746,서울특별시 구로구 중앙로15길 29 (고척동),02-2684-3137,830,1730
고척으뜸내과의원,126.857533,37.49906919,"서울특별시 구로구 경인로43길 49, B동 201호 (고척동, 고척아이파크)",02-2687-7585,900,1900
고척탑정형외과의원,126.8631426,37.49708685,"서울특별시 구로구 경인로 387, 3~4층 (고척동)",02-6010-7050,900,1800
고치과의원,127.1207952,37.49834199,"서울특별시 송파구 송이로 87, 12호 (가락동)",02-430-0035,930,1700
고치과의원,127.0250536,37.56782502,"서울특별시 성동구 마장로 137, 221동 2층 122, 123호 (상왕십리동, 텐즈힐몰)",02-2291-9140,1000,1900
고태용이비인후과의원,126.9168303,37.51178449,"서울특별시 영등포구 도신로60길 2, 4층 (신길동)",02-846-9770,900,1830
강남송도외과의원,127.0412587,37.51661198,"서울특별시 강남구 선릉로 669, 9층 (논현동, 상경빌딩)",02-543-7175,900,1900
고하이외과의원,126.8326742,37.55863275,"서울특별시 강서구 공항대로 228, 3층 304~309호 (마곡동)",02-6091-7588,830,1730
고현치과의원,127.0859683,37.53220362,"서울특별시 광진구 자양로 46, 2층 (자양동)",02-454-0021,1000,1830
고호경치과의원,127.0100635,37.51626448,"서울특별시 서초구 잠원로 148, 201호 (잠원동, 잠원연합상가)",02-596-0952,1000,1800
곤치과의원,127.0724384,37.57252586,서울특별시 동대문구 답십리로 289 (장안동),02-2249-0300,1000,2100
곧은치과의원,127.1249798,37.47968706,"서울특별시 송파구 송파대로 111, 205동 314~5,413~4호 (문정동, 파크하비오)",02-408-2879,930,1830
골드만비뇨기과의원,126.9738446,37.55909097,서울특별시 중구 세종대로 23 (봉래동1가),027737522,900,1800
골드만비뇨의학과의원,127.029859,37.48505335,"서울특별시 서초구 서운로 12, B1~2,2~6층 (서초동)",02-556-7533,900,1800
골드만비뇨의학과의원,127.0996432,37.51592726,"서울특별시 송파구 올림픽로35길 137, 한국광고문화회관 3층 (신천동)",02-421-7511,900,1800
골드맥치과의원,126.8638354,37.50283994,"서울특별시 구로구 경인로47길 95-1, 정형빌딩 3층 (고척동)",02-2625-2875,930,1800
골드맥치과의원,126.8638354,37.50283994,"서울특별시 구로구 경인로47길 95-1, 정형빌딩 3층 (고척동)",02-2625-2875,930,1800
골드제이의원,127.0484575,37.50479491,"서울특별시 강남구 테헤란로 337, 화남타워 11층 (역삼동)",02-501-7715,1030,2000
골드지(G)의원,127.0142627,37.48807509,서울특별시 서초구 사임당로 38 (서초동),02-585-1006,1000,1900
골드치과의원,126.8742576,37.52247481,"서울특별시 양천구 신목로 85, (신정동)",02-2651-2827,930,1800
골드치과의원,127.0795182,37.60301675,서울특별시 중랑구 동일로 812 (중화동),02-3422-2875,1000,1800
골드치과의원,127.0795182,37.60301675,서울특별시 중랑구 동일로 812 (중화동),02-3422-2875,1000,1800
강남마디박사신경외과의원,127.0483036,37.50527846,"서울특별시 강남구 선릉로 513, APEXTOWER 201호 (역삼동)",02-556-7575,930,2000
골드캐슬치과의원,127.1006114,37.51442735,"서울특별시 송파구 올림픽로 269, 220호 (신천동, 롯데캐슬골드)",02-415-2872,900,1900
골드플러스치과의원,126.9153015,37.5987638,서울특별시 은평구 은평로 68 (신사동),02-306-2804,930,1830
골든발란스의원,127.0251455,37.5041557,"서울특별시 강남구 강남대로 468, 충림빌딩 7,12층 (역삼동)",02-516-7148,1000,2000
골든정형외과의원,126.9006315,37.49499958,"서울특별시 영등포구 도림로48길 4, 대림스타빌딩 2,3층 (대림동)",02-834-8899,900,2000
공감정신건강의학과의원,127.1082847,37.50350066,"서울특별시 송파구 송파대로 409, 범양빌딩 3층 (석촌동)",02-412-1105,1000,1900
고마운치과의원,127.0857479,37.57924953,"서울특별시 중랑구 사가정로50길 36, 2층 (면목동, 은창빌딩)",02-6463-2828,930,1800
공내과의원,127.1267384,37.50871966,"서울특별시 송파구 마천로5길 4, 삼대양빌딩 4층 (오금동)",02-402-1230,900,1800
공덕365의원,126.952771,37.54352977,"서울특별시 마포구 백범로 199, 메트로디오빌빌딩 2층 201B,202호 (신공덕동)",02-714-0365,800,2100
고선용산부인과의원,127.0345826,37.5613777,"서울특별시 성동구 왕십리로 309, 407호 (행당동, 왕십리역이스타빌 )",02-2292-4411,930,1800
공덕M(엠)재활의학과의원,126.9513307,37.54246709,"서울특별시 마포구 새창로 11, 4층 (도화동, EG빌딩)",02-704-9188,900,1900
공덕닥터에버스의원,126.9502543,37.54178882,"서울특별시 마포구 도화길 43, 나눔빌딩 3층 303,304,309,310호 (도화동)",02-711-1606,1030,2030
공덕마디탄탄의원,126.9528352,37.54399372,"서울특별시 마포구 만리재로 14, 한국사회복지회관 르네상스타워 2층 (공덕동)",02-707-1000,900,2000
공덕서울안과의원,126.9528352,37.54399372,"서울특별시 마포구 만리재로 14, 3층 (공덕동, 르네상스타워빌딩)",02-704-3088,930,1800
공덕아산내과의원,126.9565339,37.55202169,"서울특별시 마포구 마포대로 204, 마포에스케이허브블루 203,204호 (아현동)",02-393-7582,900,1800
공덕연세이비인후과의원,126.9514225,37.54269562,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 B동 5층 4호 (도화동)",02-2197-1707,900,1900
공덕척재활의학과의원,126.9530943,37.5474542,"서울특별시 마포구 마포대로 143, 마포공덕파크팰리스 Ⅱ 1,2층 107,216,217,218호 (공덕동)",02-6351-3391,1000,2000
공릉든든내과의원,127.0791411,37.62716565,"서울특별시 노원구 공릉로46길 3, 302호 (공릉동, 평화타운)",02-974-2466,900,1600
공릉서울치과의원,127.0702336,37.62840771,"서울특별시 노원구 동일로197길 21 (공릉동, 우성빌딩)",02-973-2864,930,1730
공릉의원,127.0790687,37.62315189,"서울특별시 노원구 공릉로 147, 2층 (공릉동, 기업은행 공릉동지점)",02-974-2588,900,1800
공릉제일마취과의원,127.0682896,37.62993873,서울특별시 노원구 섬밭로 152 라이프2단지상가 (공릉동),02-979-2004,900,1700
강남덴포유치과의원,127.0230512,37.51136372,서울특별시 강남구 학동로 110 3층 (논현동,02-543-2002,1000,1830
공선식치과의원,127.0851804,37.53788806,"서울특별시 광진구 자양로18길 31, 2층 (구의동)",02-447-2875,930,1830
공안과병원,127.1260271,37.53391488,서울특별시 강동구 풍성로37길 45 (성내동),02-480-5000,900,1800
공안과의원,126.903832,37.57014164,"서울특별시 마포구 월드컵북로 230, 202호 (중동, 현대상가)",02-376-0750,930,1800
공안과의원,126.9799237,37.57084449,"서울특별시 종로구 종로 19, 르메이에르종로타운1 306,311,312,406,407,506~8,516호 (종로1가)",02-733-5111,900,1800
공치과의원,127.0155192,37.49474545,"서울특별시 서초구 서초중앙로24길 18, 4층 (서초동, 현대빌딩)",02-3476-2875,1000,1900
곽승민의원,126.8837098,37.4906411,"서울특별시 구로구 구로동로 135, 남부빌딩 4층 (구로동)",02-2676-1238,900,1800
곽정원현미경치과의원,127.0525322,37.50598917,"서울특별시 강남구 테헤란로 421, 암천BLDG 401호 (삼성동)",02-563-2828,1000,2100
곽치과의원,127.0778539,37.59078294,서울특별시 중랑구 봉우재로 41 (면목동),02-433-7375,1000,1800
곽치과의원,126.8477705,37.53049941,서울특별시 강서구 곰달래로 134 (화곡동),02-2698-2266,930,1700
관악LA치과의원,126.9472856,37.48614225,"서울특별시 관악구 양녕로 46 (봉천동, 메카플러스)",02-871-2825,930,1800
관악구보건분소,126.9203268,37.46949271,"서울특별시 관악구 난곡로 162, 난곡보건분소 (신림동)",02-879-7231,900,1800
관악구보건소,126.9511276,37.47853037,서울특별시 관악구 관악로 145  (봉천동),02-879-7206,900,1800
관악더드림치과의원,126.9028969,37.48012907,"서울특별시 관악구 남부순환로 1369, 4층 (신림동, 관악농협)",02-852-2871,1000,1900
관악본치과의원,126.9196037,37.47130974,"서울특별시 관악구 난곡로 181 (신림동, 성수빌딩)",02-853-2874,1000,1830
관악서울대학교치과병원,126.9529741,37.46901286,"서울특별시 관악구 관악로 1, 지1~3층 (신림동)",02-6256-3900,900,1800
관악서울치과의원,126.9425342,37.479516,서울특별시 관악구 쑥고개로 54 (봉천동),02-878-9073,930,1800
강남이룸안과의원,127.0288446,37.49390817,"서울특별시 서초구 강남대로 349, 우남빌딩 4층 (서초동)",02-6952-0975,930,1830
관악성모의원,126.9422831,37.4797987,서울특별시 관악구 쑥고개로 51-1 (봉천동),02-889-5353,900,1800
관악소아치과의원,126.953182,37.48232599,"서울특별시 관악구 관악로 191-2, 412호 (봉천동)",02-6274-2875,930,1830
관악수내과의원,126.9511405,37.48106853,"서울특별시 관악구 남부순환로 1810, 2층 (봉천동)",02-871-1936,900,1800
강남인플란트치과의원,127.0472245,37.5044224,"서울특별시 강남구 테헤란로 327, 3층 (역삼동, 빅토리아빌딩)",02-567-7528,930,1830
관악아산마취통증의학과의원,126.9555532,37.48382348,"서울특별시 관악구 관악로24길 14, 호삼빌딩 2, 4층 (봉천동)",02-886-8575,830,1830
관악연세가정의원,126.9661983,37.47386662,서울특별시 관악구 인헌6길 9 (봉천동),02-888-3375,900,1800
관악연세공감치과의원,126.9534976,37.48070592,"서울특별시 관악구 남부순환로 1832, 6층 (봉천동)",02-876-3456,1000,1830
관악연세바른의원,126.9334415,37.47159171,"서울특별시 관악구 신림로 141, 3층 (신림동)",02-878-8700,900,1900
관악연세이비인후과의원,126.9521105,37.48006583,"서울특별시 관악구 관악로 165, 홍빌딩 2층 (봉천동)",02-883-7728,900,1930
관악왕플란트치과의원,126.9515661,37.48103582,"서울특별시 관악구 남부순환로 1814, 5층 (봉천동, 대연빌딩)",02-877-0428,1000,1830
관악웰치과의원,126.9343188,37.47109169,"서울특별시 관악구 신림로 135, 3층 301호 (신림동)",02-882-7528,930,1830
강남삼성치과의원,127.0296829,37.52059573,서울특별시 강남구 도산대로 211  (신사동),02-517-7528,900,1800
관악이비인후과의원,126.9539063,37.48147716,"서울특별시 관악구 봉천로 488, 4층 (봉천동, 서호빌딩)",02-872-6162,900,1830
관악이안치과의원,126.9379271,37.48640729,"서울특별시 관악구 은천로 23, 2층 (봉천동)",02-875-2801,930,1830
관악이웃치과의원,126.9339713,37.48504264,"서울특별시 관악구 남부순환로 1649, 6층 (신림동)",02-882-2879,1000,2030
관악전치과의원,126.9623566,37.47784125,서울특별시 관악구 남부순환로 1917 (봉천동),02-889-8038,1000,1700
관악정내과의원,126.9539063,37.48147716,"서울특별시 관악구 봉천로 488, 서호빌딩 2층 (봉천동)",02-3285-5526,800,1800
관악정다운의료복지사회적협동조합정다운우리의원,126.9374469,37.4756288,"서울특별시 관악구 신림로 206, 태영빌딩 2층 (신림동)",02-871-2497,900,1900
관악정의원,126.9136178,37.48521935,서울특별시 관악구 난곡로 349-1 (신림동),02-868-1930,900,1830
관악탑마취통증의학과의원,126.9482971,37.48657734,"서울특별시 관악구 은천로 118, 3층 (봉천동)",02-888-8872,900,2000
관악퍼스트치과의원,126.9470363,37.4873103,"서울특별시 관악구 양녕로 58, 2층 (봉천동)",02-875-2080,930,1830
관악플러스내과의원,126.9143688,37.48067801,"서울특별시 관악구 난곡로 299, 5,6층 (신림동, 성안빌딩)",02-868-4488,900,1800
관악하나가정의학과의원,126.9460516,37.47915735,"서울특별시 관악구 쑥고개로 86, 2층 (봉천동)",02-874-7500,900,1800
골든시니어치과의원,126.9850453,37.48545325,"서울특별시 서초구 서초대로 24, 새한빌딩 5층 (방배동)",02-3474-2804,800,1700
광덕안정치과의원,126.9826363,37.48801287,"서울특별시 서초구 동작대로 130, 3층 (방배동)",02-6339-2875,1000,2100
광덕안정치과의원청량리점,127.044733,37.58082425,"서울특별시 동대문구 홍릉로 5, 2층 (청량리동)",02-960-5103,930,1830
광덕안정한방병원,127.0305403,37.49062285,"서울특별시 서초구 강남대로 309, 코리아비지니스센타 2층 (서초동)",02-2088-2975,900,1800
강남아이디안과의원,127.0247909,37.50490857,"서울특별시 강남구 강남대로 476, urbanhive 14층 (논현동)",02-546-1333,1000,1830
광재의원,126.9179256,37.5921677,"서울특별시 은평구 응암로 226-1, 1,2층 (응암동)",02-309-2184,900,1800
광진구보건소,127.0824979,37.53811494,서울특별시 광진구 자양로 117 (자양동),02-450-1998,900,1800
광진구자양보건지소,127.0651093,37.54026343,서울특별시 광진구 아차산로24길 17  (자양동),02-450-7011,900,1800
광진구중곡보건지소,127.0870912,37.55933773,서울특별시 광진구 긴고랑로 110  (중곡동),02-450-1889,900,1800
광진베스트치과의원,127.0709504,37.55091898,"서울특별시 광진구 군자로 85-1, 2층 (군자동)",02-6956-2875,930,1830
광진본튼튼의원,127.0966375,37.54102003,"서울특별시 광진구 광나루로 619, 3층 302~304호 (광장동)",02-456-7585,900,2000
광진성모안과의원,127.0958339,37.54079147,"서울특별시 광진구 광나루로 614, 4층 (구의동, 만택빌딩)",02-456-2452,900,1830
광진성모의원,127.0691796,37.53567539,"서울특별시 광진구 능동로 50 (자양동,이튼리버타워 2차 207호)",02-466-0662,900,1830
광진재활의학과의원,127.0830999,37.5374067,"서울특별시 광진구 자양로 109, 2층 (자양동, 구의현대홈시티)",02-2201-3636,900,1800
광진정플란트치과의원,127.0843205,37.53563095,"서울특별시 광진구 자양로 88, 광영빌딩 3층 (자양동)",02-455-0428,1000,1800
강남유레카치과의원,127.0245552,37.50529028,"서울특별시 강남구 강남대로 480, 9층 (논현동)",02-540-2875,1000,1900
건강한정형외과의원,126.8382475,37.48660236,서울특별시 구로구 오리로 1149 (천왕동),02-2060-7078,900,1830
광진탑치과의원,127.0939741,37.54041878,"서울특별시 광진구 아차산로 471, 2층 (구의동, CS PLAZA)",02-6951-2828,930,1800
광진호산나치과의원,127.094914,37.54157807,"서울특별시 광진구 광나루로 604, 진넥스 베르디엠 403호 (구의동)",02-3437-0603,930,1800
광혜병원,127.064772,37.50813649,"서울특별시 강남구 영동대로86길 9 (대치동, 지하1~2층,2~7층)",02-538-7111,900,1800
광화문광장치과의원,126.9735971,37.5744602,"서울특별시 종로구 새문안로5가길 28, 광화문 플래티넘 B113,B114호 (적선동)",02-3276-2875,930,1830
광화문닥터김이비인후과의원,126.9763412,37.57060488,"서울특별시 종로구 세종대로 159, 6층 (세종로)",02-736-5505,800,1800
광화문더블유치과의원,126.9804738,37.57256152,"서울특별시 종로구 삼봉로 57, 5층 (수송동)",02-723-0075,1000,1830
광화문믿음치과의원,126.9744151,37.57136969,"서울특별시 종로구 새문안로5길 13, 지하1층 (당주동, 변호사빌딩)",02-732-8525,1000,1900
광화문선치과의원,126.9763127,37.56882874,"서울특별시 중구 세종대로 135-9, 3층 (태평로1가)",02-734-8272,1000,1900
광화문연치과의원,126.9761252,37.56872554,"서울특별시 중구 세종대로21길 52, 조선일보광화문빌딩 1층 (태평로1가)",02-722-8272,1000,1900
광화문정형외과의원,126.9732846,37.57183949,"서울특별시 종로구 세종대로23길 54, 세종빌딩, 세종아파트 1층 107,108,109호 (당주동)",02-735-7588,900,2000
광화문참바른정형외과의원,126.9791402,37.56948916,"서울특별시 종로구 무교로 39, 3,4,5,6층 (서린동)",02-722-7582,1000,1930
광화문치과의원,126.9745133,37.57047431,"서울특별시 종로구 새문안로 89, 5층 501호 (신문로1가, 정우빌딩)",02-737-2824,1000,1900
광화문하나이비인후과의원,126.9728593,37.57637789,"서울특별시 종로구 자하문로2길 4, 5층 (적선동, 경복빌딩)",02-722-6087,930,1830
광화문헬스케어의원,126.9779288,37.57095784,"서울특별시 종로구 종로 1, 2층 (종로1가, 교보생명빌딩)",02-721-3791,900,1800
공감치과의원,126.8952815,37.48210794,"서울특별시 구로구 디지털로30길 28, 302호 (구로동)",02-6959-1211,1000,2000
괜찮아정신건강의학과의원,127.1206859,37.48773878,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B동 205호 (문정동)",02-526-8488,1000,2000
교대사랑이치과의원,127.0170484,37.49495671,"서울특별시 서초구 서초대로 325, 영문빌딩 4층 &#40;서초동&#41;",02-532-5559,900,1800
교대연세마취통증의학과의원,127.0130169,37.49375672,"서울특별시 서초구 서초대로 287, 석정빌딩 2층 (서초동)",02-595-7595,900,2000
강남주니어소아청소년과의원,127.0862137,37.5107002,"서울특별시 송파구 석촌호수로 61 (잠실동, 트리지움상가 515호)",02-540-8100,900,1830
구길회마취통증의학과의원,127.082907,37.53947769,"서울특별시 광진구 자양로 131, K&S빌딩 3층 (자양동)",02-444-2513,900,1800
구동준치과의원,127.1517085,37.55898622,서울특별시 강동구 동남로81길 100 (고덕동),02-429-6167,930,1800
구로구G밸리보건지소,126.8923465,37.48198736,"서울특별시 구로구 디지털로 243, 지하이시티 211,212호 (구로동)",02-860-8172,900,1800
구로구보건소,126.8893646,37.50010928,"서울특별시 구로구 구로중앙로28길 66 (구로동, 구로5동 주민센터, 구로구보건소)",02-860-3263,900,1800
구로구오류보건지소,126.8393373,37.48879284,"서울특별시 구로구 오리로10길 44-3, 1~3층 (오류동)",02-860-8161,900,1800
구로나르샤정형외과의원,126.885855,37.48582415,"서울특별시 구로구 구로동로 78, 시몬빌딩 3,4층 (구로동)",02-855-9566,900,1800
구로디지털바른본의원,126.9032473,37.48430905,"서울특별시 관악구 시흥대로 578, 4층 (신림동, 광안프라자)",02-853-9636,830,2000
구로디지털정형외과의원,126.9045567,37.48326566,"서울특별시 관악구 조원로 20, 2층 (신림동)",02-869-1020,830,2000
구로리더스정형외과의원,126.8888073,37.49586031,"서울특별시 구로구 구로중앙로 68, 4층 (구로동, 신안타워)",02-839-5097,900,2000
고려치과의원,127.0825543,37.51139623,"서울특별시 송파구 올림픽로 106, 8층 (잠실동)",02-422-3211,1000,1800
구로바른재활의학과의원,126.8924847,37.48631557,"서울특별시 구로구 디지털로31길 62, 아티스포럼 207~210호 (구로동)",02-830-7580,900,2000
구로삼성정형외과의원,126.8438554,37.4956898,"서울특별시 구로구 경인로 204, 501,601호 (오류동)",02-2683-8275,900,1900
구로삼성탑정형외과의원,126.9012421,37.4832605,"서울특별시 구로구 시흥대로 561, 동해빌딩 2층 (구로동)",02-3288-3000,900,2000
구로성모정형외과의원,126.8837098,37.4906411,"서울특별시 구로구 구로동로 135, 남부빌딩 2층 (구로동)",02-857-9535,900,1800
구로성심병원,126.8663604,37.49964579,"서울특별시 구로구 경인로 427, 구로성심병원 &#40;고척동&#41;",02-2067-1500,900,1730
구로성심치과의원,126.8657488,37.50003802,"서울특별시 구로구 중앙로 10-15 (고척동, 구로성심병원별관)",02-2612-2275,850,1740
구로세란의원,126.8909077,37.48046297,"서울특별시 구로구 디지털로 227, 새안빌딩 3층 (가리봉동)",02-839-8008,930,2000
구로센트럴이비인후과의원,126.8410505,37.49436059,"서울특별시 구로구 경인로 176, 4층 (오류동, 시티월드)",02-2615-8321,900,1900
구로에이스정형외과의원,126.884262,37.48876989,"서울특별시 구로구 구로동로 115, 청보빌딩 4층 (구로동)",02-864-1175,900,2000
구로에이스치과의원,126.8810839,37.50330627,"서울특별시 구로구 경인로 572, 스타팰리스 407호 (구로동)",02-2069-0075,930,1830
구로연세소아과의원,126.861898,37.49690637,"서울특별시 구로구 경인로 373, 문화골든타워 2층 (고척동)",02-2611-3200,900,1800
구로연세의원,126.892043,37.49183095,"서울특별시 구로구 구로중앙로 16, 2,3층 (구로동)",02-858-7776,900,1800
구로의원,126.8842828,37.49008519,서울특별시 구로구 구로동로 128 (구로동),02-865-0664,900,1800
구로이편한치과의원,126.8915111,37.48985501,"서울특별시 구로구 도림로 73, 인성빌딩 4층 일부호 (구로동)",02-2617-2888,900,1800
구로정형외과의원,126.8845283,37.49358757,"서울특별시 구로구 가마산로 211, 외5필지동 4,5,6층 (구로동)",02-852-3375,900,1830
구로제일의원,126.8905551,37.50337147,"서울특별시 구로구 공원로8길 23, 2,3층 (구로동)",02-855-1380,900,1800
구로제일정형외과의원,126.8846651,37.48903257,"서울특별시 구로구 구로동로 118, 2층 (구로동)",02-853-7555,900,1800
구로좋은치과의원,126.884262,37.48876989,"서울특별시 구로구 구로동로 115, 청보빌딩 402호 (구로동)",02-857-0028,930,1830
광림치과의원,126.9830837,37.48603179,서울특별시 서초구 서초대로 3-4 (방배동),02-593-6062,930,1800
구로중앙외과의원,126.8829401,37.49538748,서울특별시 구로구 구로동로 188 (구로동),02-857-1189,930,1730
구로중앙치과의원,126.8846628,37.48883056,서울특별시 구로구 구로동로 116 (구로동),02-837-2879,1000,1900
구로튼튼의원,126.8910116,37.48952243,"서울특별시 구로구 도림로 67 (구로동,2층)",02-3281-7417,900,1830
구로한방병원,126.9061381,37.47994122,서울특별시 금천구 남부순환로 1398 (독산동),02-852-1800,930,1800
구로항유외과의원,126.8582551,37.49399577,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 201호 (개봉동)",02-2060-6001,900,1800
구로현대의원,126.8825421,37.49445292,서울특별시 구로구 구로동로 179 (구로동),02-864-2559,900,1800
구름의자의원,127.0277588,37.52396847,"서울특별시 강남구 논현로 841 (신사동, 제이비 미소빌딩, 206호 일부)",02-1544-6378,1100,1900
구명삼치과의원,127.0568851,37.66671408,"서울특별시 노원구 동일로 1549, 양성빌딩 401호 (상계동)",02-938-4261,930,1800
강일연세이비인후과의원,127.1733282,37.57177069,"서울특별시 강동구 아리수로93나길 26, 성산타워 3층 304,305호 (강일동)",02-427-0559,900,1900
구민내과의원,126.9113378,37.6141989,"서울특별시 은평구 서오릉로 204, 2층 (갈현동)",02-388-0270,900,1800
구산보건지소,126.9127842,37.60973702,서울특별시 은평구 연서로13길 29-7 (구산동),02-351-8702,900,1800
구산탑정형외과의원,126.9174772,37.61083816,"서울특별시 은평구 서오릉로 139, 5층 7층 (역촌동)",02-313-8275,900,2000
구세산부인과의원,126.9324779,37.60724941,서울특별시 은평구 통일로 683-1 (녹번동),02-355-7253,900,1800
구소아청소년과의원,127.0654415,37.66482335,"서울특별시 노원구 한글비석로 474, 2층 202호(상계동,보람상가)",02-934-3724,900,1800
구앤서이비인후과의원,127.0396955,37.62870557,"서울특별시 강북구 오현로32길 3, 2층 (번동)",02-985-7737,830,1800
구의고운미치과의원,127.0917224,37.55099513,"서울특별시 광진구 자양로 282-1, 난빌딩 2,4층 (구의동)",02-452-2875,1000,1900
고운성모이비인후과의원,126.8632979,37.53348476,"서울특별시 강서구 등촌로5길 2, 6층 601~603호 (화곡동)",02-2655-0288,800,1830
공릉성모마취통증의학과의원,127.0794159,37.62593634,"서울특별시 노원구 공릉로 183, 4층 (공릉동)",02-979-1231,900,2100
광화문연세치과의원,126.9732814,37.57273715,"서울특별시 종로구 새문안로3길 30, 대우빌딩 지하 118호 (내수동)",02-723-7522,1000,2030
구의메트로신경외과의원,127.0828825,37.53695833,"서울특별시 광진구 아차산로 361, 2층 (자양동)",02-3436-9933,900,1900
구의베스트내과의원,127.0901908,37.53865397,"서울특별시 광진구 아차산로 431, 상가1동 201B,202,203,204호 (구의동, 강변에스케이뷰)",02-3437-9201,800,1900
구의본치과의원,127.0853843,37.54560686,"서울특별시 광진구 자양로 201, 항석빌딩 3층 (구의동)",02-444-0189,930,1830
구의센트럴내과의원,127.0828825,37.53695833,"서울특별시 광진구 아차산로 361, 3층 (자양동)",02-455-0119,800,1800
개포인치과의원,127.066625,37.48890601,"서울특별시 강남구 삼성로 40, 202,203호 (개포동)",02-3411-2804,1000,1730
교대성모안과의원,127.0146952,37.49371886,"서울특별시 서초구 서초대로 302, 9층 (서초동, 인앤인빌딩)",02-525-3375,1000,1830
