기관명,병원경도,병원위도,주소,대표전화,진료시간(월요일)S,진료시간(월요일)C
원픽성형외과의원,127.020640675895,37.5115409433608,"서울특별시 서초구 강남대로 557, 성한빌딩 11층 (잠원동)",02-541-5577,1000,1900
이에스우리안과의원,127.026210824749,37.4998007315864,"서울특별시 서초구 강남대로 419, 파고다타워 11,B2층 (서초동)",02-2146-7500,930,1830
강북연세요양병원,126.927652047919,37.5661781334512,서울특별시 서대문구 성산로 335 (연희동),02-335-2277,900,1730
강북연세이비인후과의원,127.03045875134394,37.61340801092891,서울특별시 강북구 도봉로 52 7층 (미아동),02-989-7587,930,1830
이동윤외과의원,127.01162462333689,37.51434379002546,"서울특별시 서초구 잠원로8길 25, 2층 (잠원동, 대림상가)",02-592-3801,930,1830
강남밝은미소안과의원,127.027542011326,37.4992181985388,"서울특별시 강남구 강남대로 408, YBM강남센터 3층, 13층 일부층 (역삼동)",1544-2271,1000,1830
웰스킨의원,127.007270897569,37.5072710399738,서울특별시 서초구 신반포로 213 반포쇼핑타운 7동 1층 (잠원동),02-532-7579,1000,1900
이해박는집치과의원,126.9849512493,37.5840215562,서울특별시 종로구 북촌로 81 (가회동),02-765-7528,1000,2030
의료법인 원중의료재단 우리내일병원,126.9570018788794,37.55770922768198,"서울특별시 서대문구 신촌로37길 10, 우리내일병원 지하4층~지하1층 ,4층~10층호 (북아현동)",02-1600-7512,900,1800
용산의원,126.97177131634,37.544555413639,서울특별시 용산구 한강대로 295 (갈월동),02-718-1035,900,1800
이일영비뇨기과의원,127.0023590156,37.570759856,"서울특별시 종로구 종로 222 (종로5가, 광동빌딩)",02-2266-6027,930,1700
9988병원,127.037479052118,37.5586057086894,서울특별시 성동구 왕십리로 269 (행당동),02-2297-9988,900,1800
강남밝은빛안과의원,126.953125423992,37.4816394896182,서울특별시 관악구 관악로 184-2 wd세븐스빌딩 3층 (봉천동),02-875-7711,920,1800
정다운소아청소년과의원,127.01610792983676,37.64448496127475,"서울특별시 강북구 삼양로 462, 2층 (수유동)",02-992-5888,900,1800
강치과의원,127.053131863482,37.6457766496227,서울특별시 도봉구 덕릉로 398 (창동),02-900-3733,1000,1800
유안과의원,127.036157208818,37.5015784938059,"서울특별시 강남구 논현로 507, 303호 (역삼동, 성지하이츠3차빌딩)",02-562-0026,1000,1800
의료법인일맥의료재단인애가요양병원,127.1351560875958,37.5052699372294,"서울특별시 송파구 마천로15길 6, 인애가요양병원 (오금동)",02-3401-2211,930,1800
정담한의원,126.99568098719551,37.48280397503403,"서울특별시 서초구 방배로13길 15, 201호 (방배동, 오정빌딩)",02-586-3375,1000,1800
웰치과의원,127.02273086562,37.5476110768479,서울특별시 성동구 독서당로 302  (금호동4가),02-2299-2872,930,1730
화이팅마취통증의학과의원,127.013261148395,37.4944323553313,"서울특별시 서초구 법원로2길 23, 한성빌딩 2층 (서초동)",02-595-3775,930,1900
365메디의원,127.018036153352,37.6251165581629,"서울특별시 강북구 삼양로 241, 3층 (미아동)",02-980-0075,900,1830
정성부부한의원,126.84720835881724,37.53036479044009,"서울특별시 강서구 강서로 27, 화곡심포니타워 2층 201호 (화곡동)",02-2690-3375,900,2100
MBS한의원,126.98959572947926,37.56533903086165,"서울특별시 중구 수표로 45, 9층 (저동2가, 비즈센터)",02-3406-9180,800,1800
정성한의원,127.13628104348484,37.52932477640624,"서울특별시 강동구 양재대로 1377, 2층 (성내동)",02-484-6355,1000,1830
윌튼치과의원,126.95309877162956,37.49753883308719,서울특별시 동작구 상도로37길 76 (상도동),02-812-7582,930,1830
자연과한의원홍대점,126.9223667576,37.5562679589,"서울특별시 마포구 양화로 151, 7층 (동교동)",02-303-6777,1100,2200
NYU이문치과의원,127.06091209001,37.5978850507988,"서울특별시 동대문구 이문로 125, 2층 (이문동)",02-968-3208,1000,1800
유노부부치과의원,127.017887760913,37.5418507402833,서울특별시 성동구 독서당로40길 37 (옥수동),02-2293-7528,930,1830
의료법인덕수의료재단보라매요양병원,126.92066438703152,37.4988842646943,서울특별시 동작구 여의대방로 134 (대방동),02-812-7777,900,1730
강북연세정형외과의원,127.016274472223,37.642407629909,"서울특별시 강북구 삼양로 437 (수유동, 성아빌딩)",02-995-8575,900,1800
원창한의원,127.03709210659999,37.5796270471,"서울특별시 동대문구 약령중앙로 16, 1층 (제기동)",02-966-3696,1000,1700
99마취통증의학과의원,126.924071579646,37.6205082038546,"서울특별시 은평구 연서로 265, 4층 (불광동)",02-6104-9997,900,1900
의료법인성석의료재단동작경희병원,126.93586701759624,37.50248267092447,서울특별시 동작구 상도로 146 (상도동),02-822-8112,900,1800
재단법인한국산업보건연구재단서울비전의원,126.9191838822,37.5566442421,서울특별시 마포구 월드컵북로 25 (서교동),02-326-1101,830,1730
경희궁전한의원,127.00859343174764,37.48796112073129,"서울특별시 서초구 반포대로21길 17, 선업빌딩 2층 (서초동)",02-522-2066,1030,2030
우리치과의원,127.027280383769,37.6226164357907,"서울특별시 강북구 도봉로 155, 5층 (미아동)",02-987-2879,900,1730
유라인의원,127.040916968767,37.5263383311071,"서울특별시 강남구 선릉로160길 7, 청담SM빌딩 3~5층 (청담동)",02-516-7588,1000,2000
이동관한의원,127.02634905194556,37.63902675750489,"서울특별시 강북구 도봉로 351, 2층 (수유동)",02-997-0847,930,1900
유라치과의원,126.908428005132,37.4906941108669,서울특별시 동작구 시흥대로 664 (신대방동),02-841-9373,930,1800
유로진비뇨의학과의원,126.887986372819,37.5096619486431,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 213호 (신도림동)",02-981-0488,1000,1900
잠실우보한의원,127.103006473255,37.5162517087896,"서울특별시 송파구 올림픽로35가길 16, SONGPA FUN STADIUM 2층 201호 (신천동)",02-424-9903,1000,1800
제세인한의원,127.0350202818,37.5842840146,"서울특별시 동대문구 제기로4나길 37, 1층 (제기동)",02-960-4006,1000,1800
강치과의원,127.094137536933,37.5987491711759,"서울특별시 중랑구 망우로 377, 성환빌딩 2층 (상봉동)",02-438-1515,930,1730
우장산한의원,126.83607751814904,37.55027275525207,"서울특별시 강서구 강서로 275, 정우빌딩 (내발산동)",02-2064-0053,930,1900
이경재이비인후과의원,127.03232968535794,37.52861557726837,"서울특별시 강남구 압구정로 224, 우미빌딩,201, 202호 (신사동)",02-512-2672,930,1730
강남힘찬병원,127.109884689423,37.5075933501505,"서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)",1899-2225,900,1800
경희봄한의원,126.984314164707,37.5689809031787,"서울특별시 종로구 청계천로 61, 5층 (관철동)",02-3443-5875,1100,2030
제이에스미의원,127.02864208305598,37.49665808073604,"서울특별시 강남구 강남대로 378, 7층 (역삼동)",02-555-1489,1000,2000
운당한의원,126.84457693570523,37.50305375981822,"서울특별시 구로구 고척로19길 41, 매봉빌딩 (개봉동)",02-2689-9883,930,1900
이규철치과의원,127.037003733118,37.5701062646407,서울특별시 성동구 마장로29길 46-1  (마장동),02-2292-7763,930,1800
윤한의원,126.91196445469538,37.572983146156176,"서울특별시 서대문구 수색로 100, 상가3동 3-05호 (북가좌동, DMC래미안-e편한세상아파트 1단지)",02-302-4438,900,2000
경희봉한의원,127.15536011311,37.5519403648839,"서울특별시 강동구 동남로71길 14, 4층 (명일동)",02-487-7775,930,1900
이상목성형외과의원,127.02872837820496,37.49762754970996,"서울특별시 강남구 테헤란로2길 8, 1~2층 (역삼동)",02-596-6110,930,1830
경희남도한의원,126.9016846848232,37.45492193101039,서울특별시 금천구 금하로 633-1 (시흥동),02-808-4555,900,2000
NY치과의원,126.917279080461,37.4745146520439,"서울특별시 관악구 난곡로 226, 3층 (신림동)",02-867-7528,930,1800
강북연세치과의원,127.038790046328,37.6564054566286,"서울특별시 도봉구 도봉로 575, 삼환프라자 3층 301호 (쌍문동)",02-995-2875,930,1830
장세홍치과의원,127.0583545127333,37.49277146301379,서울특별시 강남구 남부순환로 2913,02-553-8275,1000,1830
원정형외과의원,126.864188157127,37.5500824636807,"서울특별시 양천구 등촌로 230, 동향빌딩 2,6층 (목동)",02-6952-1117,900,1900
일맥한의원,126.93414180217152,37.55585705114475,"서울특별시 마포구 신촌로 74-1, 2층 (노고산동)",02-3142-1075,900,2000
정원치과의원,126.9181255618,37.4977648522,"서울특별시 영등포구 여의대방로 105, 3층 (신길동)",02-845-2828,930,1830
지셀한의원,127.03374866575808,37.52614480927107,"서울특별시 강남구 언주로 848, 화경빌딩 2층 (신사동)",070-4284-9976,930,1800
임동우치과의원,127.0513148036439,37.51738630169408,서울특별시 강남구 삼성로 642,02-515-3346,1000,1800
강북예일치과의원,127.042294815654,37.6280914512264,서울특별시 강북구 한천로109길 33 (번동),02-984-7522,1000,1900
경희부부한의원,127.019671620414,37.6107252648749,"서울특별시 성북구 삼양로13길 45, 상가동 312호 (길음동, 대림e편한세상아파트)",02-910-7575,930,1830
가로수길5쾌한의원,127.02319040159936,37.52272354537912,"서울특별시 강남구 압구정로14길 24, 201호 (신사동)",02-541-7588,900,1900
강남베스트내과의원,127.103068802127,37.4881167693611,"서울특별시 강남구 광평로 281 (수서동, 2층일부)",02-6181-3855,900,1800
강남베스트성모안과의원,127.036366846779,37.5012739795743,"서울특별시 강남구 논현로 503, 14층 1호 (역삼동, 송촌빌딩)",02-6271-1000,930,1900
강동경희대학교한방병원,127.157084787845,37.5520459324005,서울특별시 강동구 동남로 892 (상일동),02-440-7114,830,1730
경희노들한의원,126.95239949393702,37.51239793950804,"서울특별시 동작구 매봉로 182, 2층 (본동)",02-812-5675,1000,1800
경희온정한의원,127.055726266544,37.5047182758352,"서울특별시 강남구 삼성로85길 19, 201호 (대치동, 대치빌딩)",02-501-8056,1000,1900
육군사관학교치과의원,127.00294307858611,37.56997057091545,"서울특별시 노원구 화랑로 574, 1층 (공릉동)",02-2197-0119,800,1800
웰빙한의원,126.97467834524052,37.56286804397762,"서울특별시 중구 서소문로 120, 407호 (서소문동, ENA센터)",02-752-0075,900,1900
은평희망찬안과의원,126.9210933403,37.6004446486,"서울특별시 은평구 은평로 121, 응암CO메디칼빌딩 7층 (응암동)",02-352-0090,900,1830
은하수성형외과의원,127.02010810325,37.5167802830689,"서울특별시 강남구 도산대로 107, BIO, 13층 일부 (신사동)",02-512-8588,1000,1900
은혜의원,127.074256049362,37.5065618089885,"서울특별시 송파구 올림픽로4길 48, 우성아파트 상가 3층 301호 (잠실동)",02-413-3196,900,1730
강북우리들병원,127.022634105373,37.6425448823211,"서울특별시 강북구 한천로 1083, 수유동 (수유동, 광산타워)",02-6222-1000,930,1800
조일형정형외과의원,126.9315558381,37.4628863296,서울특별시 관악구 호암로 507 (신림동),02-876-0947,900,1800
건항외과의원,127.096874533303,37.5994577479171,"서울특별시 중랑구 망우로 403, 삼부빌딩 4층 (망우동)",02-437-7533,900,1800
조은얼굴의원,127.02878001802524,37.49864929775927,서울특별시 강남구 테헤란로 107 (역삼동),02-3471-7088,1000,2000
진한의원,127.0705230732,37.6348821112,"서울특별시 노원구 공릉로63길 13, 3층 (하계동, 유토피아빌딩)",02-979-1075,930,1900
제이가정의학과의원,126.9086326770377,37.596392013418566,"서울특별시 은평구 가좌로 329, 2층 (신사동)",02-6349-2019,930,1900
의료법인참예원의료재단송파참요양병원,127.137405924557,37.5035358807446,"서울특별시 송파구 마천로 164, 송파참병원 (오금동)",02-409-2114,930,1700
강남벨라의원,127.02536878544136,37.50154228971678,"서울특별시 서초구 강남대로 439, 유화빌딩 6층 702호 (서초동)",02-537-3331,1030,2000
종로가정의학과의원,126.99570310399892,37.57035254739368,서울특별시 종로구 종로 162-1 (종로4가),02-2268-0035,900,1900
(의) 열린의료재단 서초열린의원,127.01657607757,37.4942200198785,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 3층 (서초동)",02-522-0872,900,1800
윤정석치과의원,126.896493699106,37.5174631210953,"서울특별시 영등포구 당산로 34 (문래동3가, 로데오 ?？쇼핑몰)",02-2635-7128,930,1830
윤창옥내과의원,126.992859994753,37.5614953523496,"서울특별시 중구 퇴계로 222, 2층 (필동2가)",02-2272-3303,800,1700
경희누리한의원,127.08044587260366,37.59122106316572,"서울특별시 중랑구 봉우재로 66, 2층 (면목동)",02-432-1075,900,2030
윤치과의원,126.972837527588,37.5450495013965,서울특별시 용산구 두텁바위로 6-1 (남영동),02-755-6404,1000,1800
경희느릅나무한의원,127.07562396331758,37.65985060756058,"서울특별시 노원구 덕릉로 698, 3층 (중계동, 광현빌딩)",02-931-7275,930,1900
종각치과의원,126.9870513798282,37.56715591881254,"서울특별시 중구 삼일대로 363, 8층 3호 (장교동, 장교빌딩)",02-734-9411,930,1830
의료법인정애의료재단서울초이스병원,127.12120970704676,37.533738733472696,"서울특별시 송파구 올림픽로 579, 서울초이스병원 지하2층~지상5층 (풍납동)",02-473-0620,900,1800
자연주의의원,127.0364596116,37.4990093624,"서울특별시 강남구 논현로85길 11, 3층 (역삼동)",02-568-2882,930,1830
강태영내과의원,127.024082467223,37.5666029325047,"서울특별시 성동구 왕십리로 410, 3층 (하왕십리동, 센트라스 153타워)",02-2292-3575,900,1830
홍제경희한의원,126.94304229044,37.5916315313704,"서울특별시 서대문구 통일로 484, 유진상가, 유진아파트,공유캠퍼스 1층 (홍제동)",02-394-3001,930,2000
OK부부치과의원,126.919571037774,37.6234739751002,"서울특별시 은평구 통일로 901, 3층 (갈현동)",02-358-8020,900,1700
강남예손치과의원,127.05795597031,37.4924293701626,"서울특별시 강남구 남부순환로 2911 (대치동, 303호,304호 일부)",02-562-2085,1000,1800
이(e)누리내과의원,127.07014894701835,37.54050516805157,"서울특별시 광진구 아차산로 241, 502호 (화양동, 연한빌딩)",02-462-5558,900,1945
강동경희한의원,127.139588829365,37.5375121901099,"서울특별시 강동구 양재대로 1473, 4층 (길동)",02-477-9999,900,2100
이가영산부인과의원,127.077401454,37.6515712309,"서울특별시 노원구 한글비석로 270, 스카이타워 (중계동)",02-952-0997,930,1830
이가정의학과의원,127.1298772100176,37.4946795853999,"서울특별시 송파구 동남로 189, 506호 (가락동, 가락쌍용@26동 프라자상가 )",02-407-1002,900,1830
잠실고려한의원,127.082892556154,37.51034938360976,"서울특별시 송파구 올림픽로12길 14, 2층 (잠실동)",02-420-7533,1300,2100
준소아청소년과의원,126.9495933617,37.5408540213,"서울특별시 마포구 도화길 28  (도화동, 삼성아파트)",02-706-9969,800,1900
경희궁튼튼소아청소년과의원,126.962352257162,37.5708610950823,"서울특별시 종로구 송월길 99, 2217호호 (홍파동, 경희궁자이)",02-737-7585,900,1830
유진연세의원,126.912313925866,37.5708392186912,서울특별시 서대문구 수색로 56  (북가좌동),02-3141-8990,930,1830
정안과의원,126.90744934775478,37.48962301963856,서울특별시 동작구 시흥대로 646  (신대방동),02-832-7721,930,1800
이조치과의원,127.11406735753197,37.53005080872554,서울특별시 송파구 토성로 34-1,02-483-7978,1000,1830
은평요양병원,126.919522794853,37.6265091864519,서울특별시 은평구 통일로 935 (갈현동),02-384-2311,900,1800
강동고려가정의원,127.133904900422,37.5464155070304,서울특별시 강동구 구천면로 297 (천호동),02-485-7582,900,1830
정은숙산부인과의원,127.08709656013168,37.5890251303095,서울특별시 중랑구 면목로 415 (면목동),02-432-8291,900,1800
잠실청구경희한의원,127.084975756199,37.5113721649145,"서울특별시 송파구 올림픽로 130, 2층 (잠실동)",02-2202-1133,1000,2100
참한의원,127.06308758647948,37.65459364094456,"서울특별시 노원구 노해로 494, 502호 (상계동, 고려빌딩)",02-939-8400,930,1930
경희늘생한의원,127.136504379245,37.5350443530047,"서울특별시 강동구 천호대로 1123, 건영빌딩 3층 (길동)",02-484-1010,930,1800
정대업정형외과의원,126.81133969659555,37.560993717858125,서울특별시 강서구 공항대로 36-1 (공항동),02-2664-7785,900,1800
유디치과의원,126.873572139057,37.5244897119312,"서울특별시 양천구 오목로 326, 4층 (목동)",02-2643-8819,930,1830
응암서울정형외과의원,126.918874876038,37.5952888457558,"서울특별시 은평구 응암로 264, 서울빌딩 5층 (응암동)",02-385-2999,900,1800
임외과가정의학과의원,126.94797713921812,37.5935435519152,서울특별시 서대문구 세검정로 66 (홍제동),02-379-3178,900,1700
정치과의원,127.06999245197876,37.49769556018128,서울특별시 강남구 영동대로 210,02-555-8325,1000,1800
정치과의원,126.98118331032742,37.48486899578519,"서울특별시 동작구 사당로 302, 3층 (사당동)",02-593-2123,930,1900
강태욱치과의원,126.988803660883,37.5387059031445,서울특별시 용산구 회나무로6길 5  (이태원동),02-798-1126,1030,1800
잠실월드타워정형외과의원,127.1044460998,37.5137525026,"서울특별시 송파구 올림픽로 300, 월드타워동 11층 일부 호 (신천동, 롯데월드타워앤드롯데월드몰)",02-3213-2885,1000,1930
강남예일미의원,127.027894925038,37.5228295670581,"서울특별시 강남구 논현로 833, 재경빌딩 3층 301호 (신사동)",02-549-7510,930,1900
강북으뜸병원,127.026184524499,37.6254205559935,"서울특별시 강북구 도봉로 187, 지하1층, 2층~5층 (미아동)",02-986-0334,900,2000
유성현의원,127.01120650382,37.6201585502158,서울특별시 강북구 솔샘로 167 벽산라이브파크 (미아동),02-983-6609,900,1830
의료법인일맥의료재단송파인애가한방병원,127.129490585964,37.4872614776536,"서울특별시 송파구 문정로 65, 인애가한방병원 1,2,4,5,6층 (문정동)",02-443-7575,900,1800
윤지영의원,127.025550781802,37.5251917149101,"서울특별시 강남구 논현로175길 38, 5층 (신사동)",02-511-1535,1030,1930
강남보성한의원,127.0483798459294,37.50532134989063,"서울특별시 강남구 선릉로 513 (역삼동, APEXTOWER 4층 일부)",02-588-6600,1000,1900
이인환치과의원,127.0892466571587,37.50376637344323,서울특별시 송파구 백제고분로 204,02-420-5380,930,1830
경희권한의원,126.84764329770356,37.56570249200507,"서울특별시 강서구 양천로 401, A동 317호 (가양동, 강서한강자이타워)",02-2638-5252,900,1800
강북이지함피부과의원,127.058747000716,37.6541806095413,"서울특별시 노원구 노해로 457, 은성빌딩 2층 (상계동)",02-939-4700,1030,1930
경희부부한의원,126.956576038265,37.4856088498934,"서울특별시 관악구 관악로 240, 2층 (봉천동)",02-888-5188,900,1830
자양연세치과의원,127.0759391343614,37.53295480797934,"서울특별시 광진구 뚝섬로 596, 2층 (자양동)",02-453-2822,930,1730
365미소내과의원,126.977094087349,37.4768743718646,"서울특별시 동작구 남부순환로 2055, 2층 (사당동)",02-522-3650,830,2100
OK치과의원,126.919326648265,37.4602221608432,"서울특별시 관악구 난곡로 53, 406호 (신림동, 관악산휴먼시아상가)",02-868-0038,930,1800
강북정신보건센터,127.01652174288252,37.61997268085828,서울특별시 강북구 미아7동 1339-5,02-985-0222,1030,1930
경희금손한의원,127.087781639261,37.5047452963849,"서울특별시 중랑구 면목로 366, 1층 (면목동)",02-468-8883,900,1900
강태욱피부과의원,127.028745897371,37.556567759443,"서울특별시 성동구 행당로 84, 302호 (행당동, 한진종합상가)",02-2291-9500,1000,1900
OLE(올래)성형외과의원,127.029494234094,37.5258914152554,"서울특별시 강남구 압구정로30길 23, 6층 604호 (신사동)",02-516-0005,1000,1900
정진우내과의원,127.01620409702682,37.49516286104247,"서울특별시 서초구 서초중앙로24길 27, 222호 (서초동, G-five CENTRAL PLAZA)",02-534-3600,830,1800
강남보원한의원,127.03274936320685,37.50785471213279,"서울특별시 강남구 언주로 604, 1층 (논현동, ACROHILLS논현)",02-557-8500,1030,1800
강북제일내과의원,127.076880465585,37.6153331239502,"서울특별시 중랑구 동일로 952, 2층 201~202호 (묵동, 로프트원 태릉입구역)",02-977-1111,800,1800
강북제일의원,126.920160287993,37.6084440907806,"서울특별시 은평구 역말로 101, 토마스빌딩 2,3층 (역촌동)",02-359-9363,900,1800
유일치과의원,126.860728364155,37.5578028626502,"서울특별시 강서구 양천로 556, 3층 301호 (등촌동, 강서메디칼센타)",02-3664-0761,1000,1830
지인마취통증의학과의원,127.0698622634,37.659958674199984,서울특별시 노원구 상계로27길 32 (상계동),02-936-7553,900,1830
경희늘푸른노인전문병원,127.027370255997,37.6631947626947,서울특별시 도봉구 시루봉로 137 (방학동),02-903-9920,900,1700
이화내과의원,127.12038613164066,37.49505048281478,"서울특별시 송파구 송파대로28길 27 (가락동, 성원상떼빌 102동 203호)",02-430-0447,930,1800
제동의원,127.0567442956,37.5782353096,"서울특별시 동대문구 전농로15길 8, 2층 (전농동)",02-2212-7872,900,1800
SKY(스카이)치과의원,127.035838830564,37.4996347605088,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 3층 (역삼동)",02-3452-2828,930,1800
경희다강한의원,127.133487591193,37.5267516568222,"서울특별시 강동구 양재대로89길 35, 2층 (성내동)",02-470-4575,930,1830
인애한의원,127.0356982798,37.56258064760001,"서울특별시 성동구 고산자로 255, 케이 타워 2층 (도선동)",02-6959-1075,1000,2000
유한의원,126.9420395761456,37.59027378876181,서울특별시 서대문구 통일로 464-2  (홍제동),02-396-9595,900,1800
강북제일한의원,127.020841816128,37.6209552465674,"서울특별시 강북구 삼양로 192, 1층 (미아동)",02-945-7975,900,1900
이노아치과의원,127.092948656453,37.5943912088565,"서울특별시 중랑구 상봉로 95, 3층 (상봉동)",02-2207-3259,930,1830
다시봄한의원,127.142250233621,37.5348809778271,"서울특별시 강동구 진황도로49길 41, 이화빌딩 1층 (길동)",02-6448-4507,930,2000
윤민소아청소년과의원,126.902458643025,37.5069450125587,"서울특별시 영등포구 도신로 90, 3층 (신길동)",02-843-3100,900,1850
강북제일항외과의원,127.0264442635,37.6391384583,서울특별시 강북구 도봉로 353  (수유동),02-904-3815,930,2000
경희다래한의원,126.98235753069496,37.48284599262627,"서울특별시 서초구 동작대로 70, 하나빌딩 5층 (방배동)",02-3472-1035,1000,2100
윤의원,126.884256013612,37.49820657818,"서울특별시 구로구 구로동로42길 58, 2층 (구로동)",02-857-9900,900,1800
강남오즈성형외과의원,127.021250841428,37.5121734302794,서울특별시 강남구 강남대로 562,02-511-7373,1000,1800
윤한의원,126.94496300360144,37.48722555521287,"서울특별시 관악구 은천로 93, 2동 2층 206호 (봉천동, 벽산블루밍상가2차)",02-883-7733,930,1730
이하우한의원,127.08212879016904,37.55649917671487,"서울특별시 광진구 천호대로 575, 2층 (중곡동)",024549998,1000,1800
강남부부한의원,126.9659435403,37.4765281291,"서울특별시 관악구 남부순환로247길 3, 2층 (봉천동)",02-884-7755,930,1800
이미지치과의원,126.841521063759,37.4909827176637,서울특별시 구로구 오류로8길 16 (오류동),02-2685-2875,1000,1900
인클라인성형외과의원,127.027381097133,37.525255546219,"서울특별시 강남구 압구정로28길 22, 2층 201호 (신사동)",02-547-0720,930,1830
강북편한내과의원,127.021622086882,37.6183872008438,"서울특별시 강북구 삼양로 162, 젬스톤프라자 2층 (미아동)",02-6949-2677,800,1800
율봄한의원,126.96766773105269,37.52609655140444,"서울특별시 용산구 서빙고로 17, 2032~2034, 2039호 (한강로3가)",02-790-9588,930,2030
지성경희한의원,127.0331882306581,37.60051426605848,"서울특별시 성북구 종암로21길 47, 라동 지상2층 (종암동)",02-928-1075,1000,2100
경희다복한의원,127.135121781578,37.4975927810188,"서울특별시 송파구 오금로 404, 원일빌딩 (가락동)",02-431-1600,930,1830
정의원,127.129490429887,37.5494244486092,"서울특별시 강동구 상암로 55, 정인빌딩 3층 (암사동)",02-3426-2275,900,1830
9치한의원,127.01476653939999,37.484940331,"서울특별시 서초구 효령로 279, 7층 (서초동)",02-581-4488,1000,1800
이상치과의원,126.872013025181,37.5246909382695,"서울특별시 양천구 오목로 312 (목동, 제일빌딩)",02-2646-2825,1000,1830
경희길동한의원,127.143961328091,37.5395541016533,"서울특별시 강동구 천중로52길 27, 2층 (길동)",02-586-3375,900,2000
은평경희한의원,126.92244185394075,37.6061037577879,"서울특별시 은평구 진흥로 103, 5층 (역촌동)",02-356-1079,1000,1900
경희다솜한의원,126.921223139386,37.6194273139588,"서울특별시 은평구 통일로 854, 1층 (불광동)",02-388-1120,930,1830
전우현한의원,127.0905209871038,37.50336640293091,"서울특별시 송파구 백제고분로 216 (삼전동, 청송빌딩 3층)",02-3445-7511,930,1830
은평더바른신경외과의원,126.922920235945,37.6194578069009,"서울특별시 은평구 연서로 252, 세종빌딩 2층 (불광동)",02-388-2500,900,2100
이원철치과의원,126.979432808628,37.5656340354385,"서울특별시 중구 을지로 16, 606호 (을지로1가, 프레지던트호텔)",02-779-2277,1000,1800
이에스청담의원,127.043289312393,37.5240251533195,"서울특별시 강남구 도산대로 435, 삼이빌딩 6층 (청담동)",02-540-6042,1000,1900
최춘기이비인후과의원,127.05423526341104,37.565240532175686,"서울특별시 성동구 천호대로 308, 3층 (용답동)",02-2243-2929,900,1800
경희다온한의원,126.896572544617,37.5086080352152,"서울특별시 영등포구 도신로15길 40, 2층 (도림동, 도림빌딩)",02-831-3626,930,1900
인제대학교서울백병원,126.98884533055192,37.5650731684839,서울특별시 중구 마른내로 9 (저동2가),02-2270-0114,830,1700
최희승내과의원,127.0259100619073,37.49226003633041,"서울특별시 서초구 사임당로 151, 401호 (서초동, 대한무지개종합상가)",02-3473-2761,930,1800
강평한의원,126.8520255987,37.5635997366,"서울특별시 강서구 양천로57길 13 (가양동, 시드프라자)",02-3662-9997,900,1900
을지한의원,126.98311486159426,37.49385641273082,서울특별시 서초구 동작대로 194 (방배동),02-596-1010,930,1900
경희다올한의원,127.042908260657,37.5097244750449,"서울특별시 강남구 봉은사로 328, 창일빌딩 2층 (역삼동)",02-549-8899,930,1900
강남브랜드안과의원,127.022205905271,37.5082880328998,"서울특별시 서초구 강남대로 519, 도충빌딩 3,8,9층 (반포동)",02-2088-5558,930,1700
강동고려의원,127.134711216003,37.5249336681948,서울특별시 강동구 양재대로 1327 (성내동),02-483-8886,900,1800
경희온한의원,126.981662246873,37.4863082821086,서울특별시 동작구 동작대로 109 (사당동),02-595-2772,1000,1800
경희다원한의원,127.0347645703,37.647879450000005,"서울특별시 도봉구 도봉로 476 (창동, 삼성쉐르빌퍼스티)",02-6228-1075,900,1800
의료법인장안의료재단홈메디칼의원,126.94849421694649,37.599065050522654,서울특별시 서대문구 홍은중앙로8길 17 (홍은동),02-395-2351,900,1800
이범권치과의원,126.987052299704,37.5671565387212,"서울특별시 중구 삼일대로 363, 7층 704호 (장교동, 장교빌딩)",02-776-1719,1000,1800
건화치과의원,126.953487335605,37.4834628237811,서울특별시 관악구 중앙1나길 3 (봉천동),02-877-3237,1000,1800
이정근안과의원,126.944554095977,37.5887534909772,서울특별시 서대문구 통일로 446  (홍제동),02-394-3309,900,1800
경희다원한의원,126.9283781249,37.4999591557,"서울특별시 동작구 상도로 69, 202호 (대방동, 상원빌딩)",02-822-4575,930,1900
의료법인한국의료재단프라임병원,127.07946003191,37.6172283555794,서울특별시 중랑구 공릉로 76 (묵동),02-975-7500,900,1800
참사랑치과의원,126.93435577540708,37.47182955086096,"서울특별시 관악구 신림로 140, 3층 (신림동)",02-886-8254,1000,1800
A&I경희한의원,127.04591227599998,37.6514435316,서울특별시 도봉구 노해로 341 (창동),02-991-7890,900,1900
(의)차움의원,127.044119009562,37.5233111622682,"서울특별시 강남구 도산대로 442, 피엔폴루스 2층일부, 3층일부 (청담동)",02-3015-5000,830,1730
이채동치과의원,127.065915414443,37.4996157705058,"서울특별시 강남구 삼성로 212, 239호 (대치동, 은마아파트)",02-557-2180,1000,1700
강남비앤비의원,127.01979818833,37.5168560197204,"서울특별시 강남구 강남대로 616, 신사미타워 9층 901호 (신사동)",02-544-6633,1400,2100
이강보산부인과,127.0335324047501,37.64746602957419,서울특별시 도봉구 도봉로 465 (쌍문동),02-904-3377,930,1800
SKY서울가정의학과의원,127.012706037821,37.5944725333435,"서울특별시 성북구 성북로4길 52, 417동 2층 1211호 (돈암동)",02-928-3175,830,1830
